,geo_code,polygon_area_centroid,polygon_area,polygon_bounds,axes_radius_degrees,polygon_area_meters,axes_radius_meters,axes_radius_meters_extended
571,E00175196,"{""lat"": 51.51132665524504, ""lng"": -0.14192664554219384}",1.817721944000081e-05,"{""lng_min"": -0.146893550416395, ""lat_min"": 51.50915591437537, ""lng_max"": -0.137446267251227, ""lat_max"": 51.51370994712022}","{""lat"": 0.0023832918751764964, ""lng"": 0.004966904874201178}",140352.2862825001,"{""lat"": 266.288173799112, ""lng"": 342.9931517649675}","{""lat"": 566.288173799112, ""lng"": 642.9931517649675}"
572,E00023824,"{""lat"": 51.52092284029208, ""lng"": -0.1421191857120045}",5.743286494109793e-06,"{""lng_min"": -0.144967237623418, ""lat_min"": 51.51977874563524, ""lng_max"": -0.139179548021114, ""lat_max"": 51.522621303722275}","{""lat"": 0.0016984634301948631, ""lng"": 0.0029396376908904787}",44336.54883850403,"{""lat"": 190.17404118951526, ""lng"": 204.24048736377154}","{""lat"": 490.17404118951526, ""lng"": 504.24048736377154}"
573,E00023906,"{""lat"": 51.52844956518714, ""lng"": -0.17629756626345233}",3.829648536661166e-07,"{""lng_min"": -0.176888684498487, ""lat_min"": 51.52806243467929, ""lng_max"": -0.175868284443138, ""lat_max"": 51.52874055782269}","{""lat"": 0.0003871305078462228, ""lng"": 0.00059111823503466}",2955.851042500082,"{""lat"": 43.325384308729554, ""lng"": 40.90823003172409}","{""lat"": 343.32538430872955, ""lng"": 340.9082300317241}"
574,E00023907,"{""lat"": 51.5277941357375, ""lng"": -0.17482103705671387}",6.209417670147289e-07,"{""lng_min"": -0.175527106480543, ""lat_min"": 51.52730434722403, ""lng_max"": -0.1741219208307, ""lat_max"": 51.52824636181595}","{""lat"": 0.0004897885134695912, ""lng"": 0.0007060694238291421}",4792.710074999523,"{""lat"": 54.57945201601251, ""lng"": 49.31486691837199}","{""lat"": 354.5794520160125, ""lng"": 349.314866918372}"
575,E00175220,"{""lat"": 51.52486347381316, ""lng"": -0.17497316243978267}",3.0856874492573333e-06,"{""lng_min"": -0.17684902736989, ""lat_min"": 51.52328183946246, ""lng_max"": -0.172867178475734, ""lat_max"": 51.52618396089663}","{""lat"": 0.001581634350699801, ""lng"": 0.00210598396404868}",23818.250232500257,"{""lat"": 175.71297193030478, ""lng"": 144.33380473218858}","{""lat"": 475.7129719303048, ""lng"": 444.3338047321886}"
576,E00023848,"{""lat"": 51.52264950646518, ""lng"": -0.14798201636886144}",2.849728537280148e-06,"{""lng_min"": -0.149231036334147, ""lat_min"": 51.52157695187351, ""lng_max"": -0.146190991750326, ""lat_max"": 51.52349225992915}","{""lat"": 0.0010725545916656642, ""lng"": 0.0017910246185354473}",21998.21469699987,"{""lat"": 120.45532318099868, ""lng"": 124.29925558634568}","{""lat"": 420.4553231809987, ""lng"": 424.2992555863457}"
577,E00024119,"{""lat"": 51.50661531029774, ""lng"": -0.14819362340923076}",4.034978952033741e-06,"{""lng_min"": -0.149969984467479, ""lat_min"": 51.50559602630073, ""lng_max"": -0.146120741417407, ""lat_max"": 51.50770062393254}","{""lat"": 0.0010853136348032422, ""lng"": 0.0020728819918237607}",31158.50427850016,"{""lat"": 120.32925664985669, ""lng"": 143.95571543567348}","{""lat"": 420.3292566498567, ""lng"": 443.9557154356735}"
578,E00023628,"{""lat"": 51.51394561144134, ""lng"": -0.17443342360358247}",1.2779837580282797e-06,"{""lng_min"": -0.175881923439279, ""lat_min"": 51.51294668525308, ""lng_max"": -0.172975822201131, ""lat_max"": 51.5148284879444}","{""lat"": 0.00099892618826658, ""lng"": 0.0014576014024514639}",9867.031182499823,"{""lat"": 113.07845163700404, ""lng"": 99.46494094736408}","{""lat"": 413.07845163700404, ""lng"": 399.4649409473641}"
579,E00023812,"{""lat"": 51.52240748428609, ""lng"": -0.14477363949220362}",4.2268679171059864e-07,"{""lng_min"": -0.145186502711556, ""lat_min"": 51.52189431595039, ""lng_max"": -0.144340110132108, ""lat_max"": 51.522822571357736}","{""lat"": 0.0005131683357006978, ""lng"": 0.00043352936009560805}",3262.9126514979043,"{""lat"": 57.142696477414574, ""lng"": 31.032696383772418}","{""lat"": 357.1426964774146, ""lng"": 331.0326963837724}"
580,E00023893,"{""lat"": 51.5331050993821, ""lng"": -0.1701268460032027}",2.4352999021219e-06,"{""lng_min"": -0.172133809305155, ""lat_min"": 51.53209967129505, ""lng_max"": -0.16864968973562, ""lat_max"": 51.53408452214472}","{""lat"": 0.0010054280870477328, ""lng"": 0.0020069633019523248}",18794.615594001785,"{""lat"": 110.57360510199214, ""lng"": 140.81054784101434}","{""lat"": 410.57360510199214, ""lng"": 440.81054784101434}"
581,E00023465,"{""lat"": 51.51671118596041, ""lng"": -0.19187802066615703}",1.6961256716033837e-06,"{""lng_min"": -0.192762021363414, ""lat_min"": 51.51599768515393, ""lng_max"": -0.190876198140261, ""lat_max"": 51.517679578611286}","{""lat"": 0.0009683926508756713, ""lng"": 0.0010018225258960345}",13094.52705150193,"{""lat"": 106.2626690750185, ""lng"": 69.73901198152453}","{""lat"": 406.2626690750185, ""lng"": 369.7390119815245}"
582,E00023522,"{""lat"": 51.522994886250174, ""lng"": -0.15849700795667374}",1.983155459354734e-06,"{""lng_min"": -0.159577696103365, ""lat_min"": 51.52199677773067, ""lng_max"": -0.157580575047178, ""lat_max"": 51.52407549502925}","{""lat"": 0.001080608779076897, ""lng"": 0.0010806881466912666}",15308.595610003142,"{""lat"": 119.34532006573863, ""lng"": 77.87775519443676}","{""lat"": 419.34532006573863, ""lng"": 377.87775519443676}"
583,E00175232,"{""lat"": 51.52616266215815, ""lng"": -0.2062028589294852}",6.484829582806129e-07,"{""lng_min"": -0.207328615059003, ""lat_min"": 51.52572306221382, ""lng_max"": -0.205150714697693, ""lat_max"": 51.52647880352085}","{""lat"": 0.0004395999443289611, ""lng"": 0.001125756129517791}",5005.3953790003725,"{""lat"": 48.27586889048689, ""lng"": 78.60404560400639}","{""lat"": 348.2758688904869, ""lng"": 378.6040456040064}"
584,E00024130,"{""lat"": 51.517683997782704, ""lng"": -0.14040932712529108}",9.025209424302997e-06,"{""lng_min"": -0.143331574287939, ""lat_min"": 51.51583681567949, ""lng_max"": -0.137251176920354, ""lat_max"": 51.51962605004276}","{""lat"": 0.0019420522600555046, ""lng"": 0.0031581502049370935}",69677.01431200499,"{""lat"": 212.2099495814473, ""lng"": 222.35546401841566}","{""lat"": 512.2099495814473, ""lng"": 522.3554640184157}"
585,E00023470,"{""lat"": 51.51651300774726, ""lng"": -0.19650744291896882}",2.140078316547663e-06,"{""lng_min"": -0.197457484428454, ""lat_min"": 51.51561908242472, ""lng_max"": -0.195283410211448, ""lat_max"": 51.51746707684649}","{""lat"": 0.0009540690992366763, ""lng"": 0.0012240327075208335}",16521.99395550103,"{""lat"": 107.22697150392924, ""lng"": 87.2157064647181}","{""lat"": 407.22697150392924, ""lng"": 387.2157064647181}"
586,E00023596,"{""lat"": 51.52645745669311, ""lng"": -0.20337843360049856}",1.748546591322064e-06,"{""lng_min"": -0.204060395997035, ""lat_min"": 51.52538111402936, ""lng_max"": -0.202722596324234, ""lat_max"": 51.52777333181642}","{""lat"": 0.0013158751233106614, ""lng"": 0.000681962396536423}",13496.303079000894,"{""lat"": 147.44959980377462, ""lng"": 45.07869224715978}","{""lat"": 447.4495998037746, ""lng"": 345.0786922471598}"
587,E00023517,"{""lat"": 51.52386335594792, ""lng"": -0.1654362150429522}",4.974112826696261e-06,"{""lng_min"": -0.167387963164142, ""lat_min"": 51.522333281609576, ""lng_max"": -0.163224546239751, ""lat_max"": 51.525270996400835}","{""lat"": 0.0015300743383406257, ""lng"": 0.0022116688032012}",38395.892537003645,"{""lat"": 169.7720895888924, ""lng"": 149.7715442958288}","{""lat"": 469.7720895888924, ""lng"": 449.7715442958288}"
588,E00023878,"{""lat"": 51.5304828033929, ""lng"": -0.20635441510866567}",1.4623190227326678e-06,"{""lng_min"": -0.207633154119336, ""lat_min"": 51.52989360137105, ""lng_max"": -0.205224559656834, ""lat_max"": 51.53126555441727}","{""lat"": 0.0007827510243672009, ""lng"": 0.0012787390106703267}",11286.027945003168,"{""lat"": 85.94517278441344, ""lng"": 88.43219855532516}","{""lat"": 385.94517278441344, ""lng"": 388.43219855532516}"
589,E00023669,"{""lat"": 51.50284336979778, ""lng"": -0.15601657593126872}",2.5524541271504873e-05,"{""lng_min"": -0.161615332135405, ""lat_min"": 51.49982837521632, ""lng_max"": -0.151198412237607, ""lat_max"": 51.505365193463845}","{""lat"": 0.0030149945814628154, ""lng"": 0.005598756204136274}",197118.6725270013,"{""lat"": 329.62373772385763, ""lng"": 387.7381881958572}","{""lat"": 629.6237377238576, ""lng"": 687.7381881958572}"
590,E00023480,"{""lat"": 51.51323080984129, ""lng"": -0.1930156214237385}",2.2300746212352657e-06,"{""lng_min"": -0.194564638915839, ""lat_min"": 51.51271262412487, ""lng_max"": -0.191310289131924, ""lat_max"": 51.51387713012802}","{""lat"": 0.0006463202867337259, ""lng"": 0.001705332291814493}",17218.04607599852,"{""lat"": 71.50203633902129, ""lng"": 118.87242322135717}","{""lat"": 371.5020363390213, ""lng"": 418.87242322135717}"
591,E00023454,"{""lat"": 51.517823689763, ""lng"": -0.1834260417011129}",1.2612938229118552e-06,"{""lng_min"": -0.184267612851636, ""lat_min"": 51.517201781611526, ""lng_max"": -0.182172998291868, ""lat_max"": 51.518823071509715}","{""lat"": 0.0009993817467162103, ""lng"": 0.0012530434092448972}",9737.315281503847,"{""lat"": 110.09462824941147, ""lng"": 87.72106709307991}","{""lat"": 410.09462824941147, ""lng"": 387.7210670930799}"
592,E00023785,"{""lat"": 51.52595018852797, ""lng"": -0.18978463118553468}",2.5685784960954862e-06,"{""lng_min"": -0.191451937524331, ""lat_min"": 51.525227516341396, ""lng_max"": -0.187949951623469, ""lat_max"": 51.526673957943174}","{""lat"": 0.0007237694152024687, ""lng"": 0.0018346795620656775}",19826.124809498153,"{""lat"": 80.32324967795284, ""lng"": 127.7870772879105}","{""lat"": 380.32324967795284, ""lng"": 427.7870772879105}"
593,E00023560,"{""lat"": 51.4912546866508, ""lng"": -0.15215261267592733}",3.7111892417513517e-06,"{""lng_min"": -0.154059977241856, ""lat_min"": 51.48991317722313, ""lng_max"": -0.150128100085298, ""lat_max"": 51.492596718074665}","{""lat"": 0.0013420314238672404, ""lng"": 0.0020245125906293293}",28667.68303799474,"{""lat"": 148.40237080722, ""lng"": 141.8866944280453}","{""lat"": 448.40237080722, ""lng"": 441.8866944280453}"
594,E00023566,"{""lat"": 51.524032377036484, ""lng"": -0.17286995751252543}",2.563691359275256e-06,"{""lng_min"": -0.174089505106403, ""lat_min"": 51.52308499660853, ""lng_max"": -0.171393892911134, ""lat_max"": 51.52501416810365}","{""lat"": 0.0009817910671685581, ""lng"": 0.0014760646013914358}",19789.36866450036,"{""lat"": 109.53115549945505, ""lng"": 101.95393869001418}","{""lat"": 409.53115549945505, ""lng"": 401.9539386900142}"
595,E00024022,"{""lat"": 51.49334976611028, ""lng"": -0.13717201321200537}",1.6528272368461203e-06,"{""lng_min"": -0.138066525723159, ""lat_min"": 51.492497150453296, ""lng_max"": -0.136253565605056, ""lat_max"": 51.494439378896494}","{""lat"": 0.001089612786216776, ""lng"": 0.0009184476069493686}",12767.034012006457,"{""lat"": 122.21584904805059, ""lng"": 61.863841074402444}","{""lat"": 422.2158490480506, ""lng"": 361.86384107440244}"
596,E00023425,"{""lat"": 51.532416036204886, ""lng"": -0.17592287855088873}",4.500212845270452e-06,"{""lng_min"": -0.177750680697865, ""lat_min"": 51.531206746922656, ""lng_max"": -0.17394651216975, ""lat_max"": 51.53357316816016}","{""lat"": 0.0012092892822295198, ""lng"": 0.001976366381138739}",34731.177142999346,"{""lat"": 136.0113986816723, ""lng"": 136.32595173921436}","{""lat"": 436.0113986816723, ""lng"": 436.32595173921436}"
597,E00023704,"{""lat"": 51.51113205658124, ""lng"": -0.19135607737764201}",1.2416907163743018e-06,"{""lng_min"": -0.192445167840992, ""lat_min"": 51.51037220884549, ""lng_max"": -0.190104814615614, ""lat_max"": 51.5120853562681}","{""lat"": 0.0009532996868628629, ""lng"": 0.001251262762028027}",9587.337716502634,"{""lat"": 104.79173331428319, ""lng"": 87.22429016942624}","{""lat"": 404.7917333142832, ""lng"": 387.22429016942624}"
598,E00023671,"{""lat"": 51.50014826167688, ""lng"": -0.15572557959534442}",3.992347043369985e-06,"{""lng_min"": -0.157689818931368, ""lat_min"": 51.49921726769469, ""lng_max"": -0.153814452235822, ""lat_max"": 51.50164587594653}","{""lat"": 0.0014976142696525585, ""lng"": 0.0019642393360235766}",30833.527882997798,"{""lat"": 164.6180480288167, ""lng"": 136.3095230924664}","{""lat"": 464.6180480288167, ""lng"": 436.3095230924664}"
599,E00024053,"{""lat"": 51.49215803618686, ""lng"": -0.1437248545027097}",3.849083139912166e-06,"{""lng_min"": -0.145867752601166, ""lat_min"": 51.4909869702798, ""lng_max"": -0.14164594897922, ""lat_max"": 51.49336455292048}","{""lat"": 0.0012065167336245963, ""lng"": 0.002142898098456303}",29732.398981499882,"{""lat"": 136.01505054914742, ""lng"": 147.781459961785}","{""lat"": 436.0150505491474, ""lng"": 447.781459961785}"
600,E00023904,"{""lat"": 51.52753732223291, ""lng"": -0.1641878521620884}",2.711960107655081e-06,"{""lng_min"": -0.165607005627681, ""lat_min"": 51.526580905578314, ""lng_max"": -0.162325735062184, ""lat_max"": 51.52847269855692}","{""lat"": 0.0009564166545956709, ""lng"": 0.0018621170999043868}",20932.35121249526,"{""lat"": 106.27333127424936, ""lng"": 130.27777819661424}","{""lat"": 406.27333127424936, ""lng"": 430.27777819661424}"
601,E00023847,"{""lat"": 51.52350711670627, ""lng"": -0.1504408565642049}",3.944144211092217e-07,"{""lng_min"": -0.151170623271302, ""lat_min"": 51.52329054531711, ""lng_max"": -0.149604224664931, ""lat_max"": 51.52372121185513}","{""lat"": 0.00021657138915998075, ""lng"": 0.0008366318992738819}",3044.5718769999266,"{""lat"": 25.319889606558718, ""lng"": 58.21318645810243}","{""lat"": 325.3198896065587, ""lng"": 358.2131864581024}"
602,E00023985,"{""lat"": 51.49203922828134, ""lng"": -0.13805773874846233}",1.0913271086743423e-06,"{""lng_min"": -0.138951534364586, ""lat_min"": 51.49109767132134, ""lng_max"": -0.137151423820834, ""lat_max"": 51.4928109782405}","{""lat"": 0.0009415569600008666, ""lng"": 0.0009063149276283267}",8430.042349000893,"{""lat"": 103.87579659553012, ""lng"": 64.41550028021447}","{""lat"": 403.8757965955301, ""lng"": 364.4155002802145}"
603,E00023835,"{""lat"": 51.5195978819478, ""lng"": -0.15385421383771875}",2.180668825170087e-06,"{""lng_min"": -0.15521571584633, ""lat_min"": 51.518839198903194, ""lng_max"": -0.15284192302286, ""lat_max"": 51.52068493850658}","{""lat"": 0.0010870565587737246, ""lng"": 0.001361502008611265}",16834.545364003476,"{""lat"": 121.72778605329222, ""lng"": 94.58260016469285}","{""lat"": 421.7277860532922, ""lng"": 394.58260016469285}"
604,E00175227,"{""lat"": 51.49645147337856, ""lng"": -0.12837986028954884}",1.3560921968220653e-06,"{""lng_min"": -0.129406742061185, ""lat_min"": 51.495582567676415, ""lng_max"": -0.127428363780696, ""lat_max"": 51.496930504507915}","{""lat"": 0.0008689057021484814, ""lng"": 0.0010268817716361511}",10474.280295500044,"{""lat"": 96.38200574164512, ""lng"": 72.63910746446345}","{""lat"": 396.3820057416451, ""lng"": 372.63910746446345}"
605,E00023955,"{""lat"": 51.51311528190514, ""lng"": -0.12542216444145377}",2.6658281105168824e-06,"{""lng_min"": -0.126794404244167, ""lat_min"": 51.5119605909281, ""lng_max"": -0.123993246555756, ""lat_max"": 51.51426871954245}","{""lat"": 0.001154690977038797, ""lng"": 0.001428917885697767}",20583.084009003505,"{""lat"": 130.8433947628073, ""lng"": 96.30643994407728}","{""lat"": 430.8433947628073, ""lng"": 396.3064399440773}"
606,E00023528,"{""lat"": 51.5204645135878, ""lng"": -0.15965185923937997}",9.356661599936751e-07,"{""lng_min"": -0.160440774883281, ""lat_min"": 51.519882880922545, ""lng_max"": -0.158839071568232, ""lat_max"": 51.521172537131996}","{""lat"": 0.0007080235441989657, ""lng"": 0.0008127876711479798}",7223.094487500306,"{""lat"": 79.14123171014944, ""lng"": 57.928763072472066}","{""lat"": 379.14123171014944, ""lng"": 357.92876307247207}"
607,E00175249,"{""lat"": 51.50070956577888, ""lng"": -0.13552888081794118}",2.477380302577788e-05,"{""lng_min"": -0.140298506766822, ""lat_min"": 51.496784164859086, ""lng_max"": -0.131851314139778, ""lat_max"": 51.50329943952214}","{""lat"": 0.003925400919790434, ""lng"": 0.004769625948880835}",191331.4498520081,"{""lat"": 435.834365183051, ""lng"": 333.3548921379261}","{""lat"": 735.834365183051, ""lng"": 633.3548921379261}"
608,E00023933,"{""lat"": 51.51110957576601, ""lng"": -0.1234045069246798}",5.726772096988929e-06,"{""lng_min"": -0.125839907906002, ""lat_min"": 51.50969422586629, ""lng_max"": -0.121402255244914, ""lat_max"": 51.512620173135176}","{""lat"": 0.00151059736916892, ""lng"": 0.0024354009813221944}",44218.85840749807,"{""lat"": 169.5771643028129, ""lng"": 168.2020440476481}","{""lat"": 469.5771643028129, ""lng"": 468.2020440476481}"
609,E00175254,"{""lat"": 51.494402904517614, ""lng"": -0.12741781827623988}",1.0461439982571122e-06,"{""lng_min"": -0.128042703123772, ""lat_min"": 51.493945357099975, ""lng_max"": -0.12676216693651, ""lat_max"": 51.49487486276281}","{""lat"": 0.00047195824519974394, ""lng"": 0.0006556513397298902}",8080.641366496496,"{""lat"": 51.95352903584717, ""lng"": 46.7560824904358}","{""lat"": 351.95352903584717, ""lng"": 346.7560824904358}"
610,E00023828,"{""lat"": 51.52019008618751, ""lng"": -0.15550212310837452}",3.349792920648929e-06,"{""lng_min"": -0.157187386071667, ""lat_min"": 51.519261297404064, ""lng_max"": -0.153508163867585, ""lat_max"": 51.52107467512791}","{""lat"": 0.0009287887834474873, ""lng"": 0.001993959240789517}",25859.71238399478,"{""lat"": 103.04300901459646, ""lng"": 138.63402566395234}","{""lat"": 403.04300901459646, ""lng"": 438.63402566395234}"
611,E00023608,"{""lat"": 51.52473355216284, ""lng"": -0.195432003400433}",1.3613440830660725e-06,"{""lng_min"": -0.19676561945026, ""lat_min"": 51.524045768470366, ""lng_max"": -0.194110555259638, ""lat_max"": 51.52532903553889}","{""lat"": 0.0006877836924772396, ""lng"": 0.0013336160498269856}",10508.076491999029,"{""lat"": 75.20018019611598, ""lng"": 93.3472053251462}","{""lat"": 375.200180196116, ""lng"": 393.3472053251462}"
612,E00175192,"{""lat"": 51.51418229026427, ""lng"": -0.13461443074329607}",2.4161046430982766e-06,"{""lng_min"": -0.136145259394638, ""lat_min"": 51.51324504996578, ""lng_max"": -0.132976184778372, ""lat_max"": 51.51493308418815}","{""lat"": 0.000937240298490849, ""lng"": 0.0016382459649240677}",18654.436030998237,"{""lat"": 105.25408495971351, ""lng"": 113.36706266598776}","{""lat"": 405.2540849597135, ""lng"": 413.36706266598776}"
613,E00023689,"{""lat"": 51.49821033604442, ""lng"": -0.14836963807833056}",7.37019905843473e-06,"{""lng_min"": -0.150795011509371, ""lat_min"": 51.496347657934386, ""lng_max"": -0.146251911505314, ""lat_max"": 51.50001901520603}","{""lat"": 0.0018626781100365974, ""lng"": 0.002425373431040434}",56923.79785200304,"{""lat"": 205.85493645718088, ""lng"": 170.12747850338928}","{""lat"": 505.8549364571809, ""lng"": 470.1274785033893}"
614,E00023538,"{""lat"": 51.48493888248485, ""lng"": -0.14358699686561446}",1.4740206656618412e-05,"{""lng_min"": -0.150075412994153, ""lat_min"": 51.48381591812115, ""lng_max"": -0.137364713365767, ""lat_max"": 51.48609019333142}","{""lat"": 0.0011513108465734945, ""lng"": 0.006488416128538538}",113879.19202650714,"{""lat"": 134.80041737633292, ""lng"": 453.01500089350156}","{""lat"": 434.8004173763329, ""lng"": 753.0150008935016}"
615,E00023571,"{""lat"": 51.52304949831885, ""lng"": -0.16890027134804694}",1.292624229108887e-06,"{""lng_min"": -0.16983932983971, ""lat_min"": 51.5223338965008, ""lng_max"": -0.167832878784482, ""lat_max"": 51.52373225076728}","{""lat"": 0.0007156018180509705, ""lng"": 0.001067392563564945}",9978.114904500813,"{""lat"": 81.01143490168033, ""lng"": 74.08816552150529}","{""lat"": 381.01143490168033, ""lng"": 374.0881655215053}"
616,E00023902,"{""lat"": 51.527680052158274, ""lng"": -0.1708916959421385}",7.169853146161094e-06,"{""lng_min"": -0.173552981769826, ""lat_min"": 51.52642143135262, ""lng_max"": -0.168762651319137, ""lat_max"": 51.529367058538504}","{""lat"": 0.001687006380230116, ""lng"": 0.002661285827687515}",55340.40671499799,"{""lat"": 188.27570440483396, ""lng"": 183.31832595646847}","{""lat"": 488.27570440483396, ""lng"": 483.31832595646847}"
617,E00024006,"{""lat"": 51.494933798402975, ""lng"": -0.14109273688269586}",1.5607649952568682e-06,"{""lng_min"": -0.142120757926545, ""lat_min"": 51.49373267613738, ""lng_max"": -0.139964483736214, ""lat_max"": 51.495935627738874}","{""lat"": 0.001201122265598542, ""lng"": 0.0011282531464818502}",12055.47782800265,"{""lat"": 131.65222720053862, ""lng"": 81.49976156151388}","{""lat"": 431.6522272005386, ""lng"": 381.4997615615139}"
618,E00023449,"{""lat"": 51.53450617430101, ""lng"": -0.17442657659509983}",4.295953234111604e-06,"{""lng_min"": -0.17658075402352, ""lat_min"": 51.53326709258638, ""lng_max"": -0.172043111265935, ""lat_max"": 51.53579312139383}","{""lat"": 0.0012869470928222881, ""lng"": 0.0023834653291648356}",33153.279152997384,"{""lat"": 144.7434635827667, ""lng"": 163.12637911969796}","{""lat"": 444.7434635827667, ""lng"": 463.12637911969796}"
619,E00023929,"{""lat"": 51.51019495630737, ""lng"": -0.13047204714146543}",1.0875343382150498e-05,"{""lng_min"": -0.133079882545742, ""lat_min"": 51.508159641777155, ""lng_max"": -0.127556642599706, ""lat_max"": 51.51238980257314}","{""lat"": 0.0021948462657661594, ""lng"": 0.0029154045417594254}",83974.59129099165,"{""lat"": 243.2025839748385, ""lng"": 202.61988430656493}","{""lat"": 543.2025839748385, ""lng"": 502.6198843065649}"
620,E00023421,"{""lat"": 51.533328480063005, ""lng"": -0.17964845877606914}",7.168372877111111e-07,"{""lng_min"": -0.180469634326412, ""lat_min"": 51.5328544481086, ""lng_max"": -0.178836469237973, ""lat_max"": 51.53380276415172}","{""lat"": 0.0004742840887175248, ""lng"": 0.0008211755503428619}",5532.1985439985165,"{""lat"": 53.371975613437826, ""lng"": 56.70336080098059}","{""lat"": 353.3719756134378, ""lng"": 356.7033608009806}"
621,E00023843,"{""lat"": 51.51729854238625, ""lng"": -0.15147124723650807}",2.307257858286975e-06,"{""lng_min"": -0.15264507717475, ""lat_min"": 51.51641426075077, ""lng_max"": -0.149992131890243, ""lat_max"": 51.5184423555699}","{""lat"": 0.0011438131836527532, ""lng"": 0.0014791153462650752}",17812.70860899788,"{""lat"": 127.55598957580514, ""lng"": 103.98824395786505}","{""lat"": 427.55598957580514, ""lng"": 403.98824395786505}"
622,E00023561,"{""lat"": 51.49069838645326, ""lng"": -0.15284660599351435}",1.6086752475938457e-06,"{""lng_min"": -0.15443075408879, ""lat_min"": 51.49016554849104, ""lng_max"": -0.15136829558159, ""lat_max"": 51.49135102481147}","{""lat"": 0.0006526383582112771, ""lng"": 0.001584148095275656}",12426.622252002759,"{""lat"": 73.54519222673844, ""lng"": 109.49666084349155}","{""lat"": 373.54519222673844, ""lng"": 409.49666084349155}"
623,E00175205,"{""lat"": 51.49925784415294, ""lng"": -0.1715442534762103}",1.2877124489529462e-06,"{""lng_min"": -0.172697425185089, ""lat_min"": 51.49852883050796, ""lng_max"": -0.169630402216706, ""lat_max"": 51.50004427699762}","{""lat"": 0.0007864328446771651, ""lng"": 0.0019138512595043011}",9945.331507500407,"{""lat"": 87.09164806842455, ""lng"": 133.82252590358257}","{""lat"": 387.09164806842455, ""lng"": 433.8225259035826}"
624,E00023537,"{""lat"": 51.48805176022384, ""lng"": -0.1459179722552848}",1.5609501270443343e-06,"{""lng_min"": -0.146821502669535, ""lat_min"": 51.4869203907372, ""lng_max"": -0.145104906883607, ""lat_max"": 51.48900599139076}","{""lat"": 0.0011313694866430524, ""lng"": 0.0009035304142502032}",12058.685043498603,"{""lat"": 124.64654811634682, ""lng"": 65.14070021884982}","{""lat"": 424.6465481163468, ""lng"": 365.1407002188498}"
625,E00023951,"{""lat"": 51.49674278938275, ""lng"": -0.13242537439537044}",8.474921991578372e-07,"{""lng_min"": -0.133296150092708, ""lat_min"": 51.49627099881912, ""lng_max"": -0.13144696418921, ""lat_max"": 51.49736154335403}","{""lat"": 0.000618753971281194, ""lng"": 0.000978410206160435}",6545.867467999998,"{""lat"": 67.81565313387546, ""lng"": 67.66397650819272}","{""lat"": 367.81565313387546, ""lng"": 367.6639765081927}"
626,E00024116,"{""lat"": 51.510882534825484, ""lng"": -0.1507062924703428}",1.1443677189306316e-05,"{""lng_min"": -0.154635379733511, ""lat_min"": 51.50918433934636, ""lng_max"": -0.147328290658596, ""lat_max"": 51.5121987549257}","{""lat"": 0.0016981954791219778, ""lng"": 0.0039290872631681795}",88360.90643299458,"{""lat"": 185.7327356019523, ""lng"": 272.48585471860133}","{""lat"": 485.7327356019523, ""lng"": 572.4858547186013}"
627,E00023660,"{""lat"": 51.49474979546464, ""lng"": -0.1545852879941097}",2.867761184984962e-06,"{""lng_min"": -0.15601366545803, ""lat_min"": 51.49380539162924, ""lng_max"": -0.153052857834624, ""lat_max"": 51.49567083658055}","{""lat"": 0.0009444038354047279, ""lng"": 0.0015324301594857037}",22150.783681499,"{""lat"": 104.62439977866597, ""lng"": 105.56153037119657}","{""lat"": 404.624399778666, ""lng"": 405.56153037119657}"
628,E00175228,"{""lat"": 51.4953749079878, ""lng"": -0.12873268822121503}",9.936823818556787e-07,"{""lng_min"": -0.129299275450069, ""lat_min"": 51.494840837717945, ""lng_max"": -0.128034189108808, ""lat_max"": 51.49617938509507}","{""lat"": 0.0008044771072661661, ""lng"": 0.0006984991124070195}",7675.25555899947,"{""lat"": 88.92372260734555, ""lng"": 49.97878345299978}","{""lat"": 388.92372260734555, ""lng"": 349.9787834529998}"
629,E00023450,"{""lat"": 51.51931207285402, ""lng"": -0.19325980289255437}",5.056684929099517e-06,"{""lng_min"": -0.195259237370252, ""lat_min"": 51.518126265013805, ""lng_max"": -0.191387990862371, ""lat_max"": 51.520537784167345}","{""lat"": 0.0012257113133244957, ""lng"": 0.001999434477697626}",39036.68339399668,"{""lat"": 133.00904738204554, ""lng"": 141.8014077147236}","{""lat"": 433.00904738204554, ""lng"": 441.8014077147236}"
630,E00023638,"{""lat"": 51.51329031331738, ""lng"": -0.17724770838309792}",6.405861547108934e-07,"{""lng_min"": -0.177948428401436, ""lat_min"": 51.51261809493156, ""lng_max"": -0.176541787971131, ""lat_max"": 51.513699568970715}","{""lat"": 0.0006722183858158814, ""lng"": 0.0007059204119669316}",4945.8886789987555,"{""lat"": 74.05643706597039, ""lng"": 49.17312011332251}","{""lat"": 374.0564370659704, ""lng"": 349.1731201133225}"
631,E00023966,"{""lat"": 51.488816908626134, ""lng"": -0.13299985002157907}",1.5138880332994877e-06,"{""lng_min"": -0.133918299401734, ""lat_min"": 51.487793613852084, ""lng_max"": -0.132026498199766, ""lat_max"": 51.489475633507105}","{""lat"": 0.0010232947740504983, ""lng"": 0.0009733518218130732}",11694.992544997758,"{""lat"": 112.4882150143676, ""lng"": 70.11217184818815}","{""lat"": 412.4882150143676, ""lng"": 370.11217184818815}"
