,OA,Paycheck Mean Income,Mean Net Disposable Income,Mean Gross Disposable Income,Mean Net Disposable Income Band,"CACI_Essential_Outgoings - Income tax, NI","CACI_Essential_Outgoings - Mortgage, social rent, private rent","CACI_Essential_Outgoings - Council tax, utilities, water, structure insurance, NI domestic rates","CACI_Essential_Outgoings - Food, clothing","CACI_Essential_Outgoings - Childcare, student loans, pension",CACI_Essential_Outgoings - Travel to work,Mean over all households in an OA: Income tax - Income tax,Mean over all households in an OA: Income tax - National Insurance,Mean over all households in an OA: Income tax - Mortgage,Mean over all households in an OA: Income tax - Private rent,Mean over all households in an OA: Income tax - Social rent,Mean over all households in an OA: Income tax - Council tax,Mean over all households in an OA: Income tax - Water bills,"Mean over all households in an OA: Income tax - Gas, electricity, oil",Mean over all households in an OA: Income tax - Structure insurance,Mean over all households in an OA: Income tax - Food costs,Mean over all households in an OA: Income tax - Clothing costs,Mean over all households in an OA: Income tax - Childcare,Mean over all households in an OA: Income tax - Student loan,Mean over all households in an OA: Income tax - Pension,Mean over all households in an OA: Income tax - Travel to work,Mean over relevant households in an OA - Income tax,Mean over relevant households in an OA - National Insurance,Mean over relevant households in an OA - Mortgage,Mean over relevant households in an OA - Private rent,Mean over relevant households in an OA - Social rent,Mean over relevant households in an OA - Council tax,Mean over relevant households in an OA - Water bills,"Mean over relevant households in an OA - Gas, electricity, oil",Mean over relevant households in an OA - Structure insurance,Mean over relevant households in an OA - Food costs,Mean over relevant households in an OA - Clothing costs,Mean over relevant households in an OA - Childcare,Mean over relevant households in an OA - Student loan,Mean over relevant households in an OA - Pension,Mean over relevant households in an OA - Travel to work,Proportion of households paying % - Income tax,Proportion of households paying % - National Insurance,Proportion of households paying % - Mortgage,Proportion of households paying % - Private rent,Proportion of households paying % - Social rent,Proportion of households paying % - Council tax,Proportion of households paying % - Water bills,"Proportion of households paying % - Gas, electricity, oil",Proportion of households paying % - Structure insurance,Proportion of households paying % - Food costs,Proportion of households paying % - Clothing costs,Proportion of households paying % - Childcare,Proportion of households paying % - Student loan,Proportion of households paying % - Pension,Proportion of households paying % - Travel to work
233,E00023659,73.829,18.877,54.566,17.5,19.264,22.714,3.559,5.761,3.217,0.436,13.999,5.264,0.933,21.76,0.02,1.104,0.839,0.601,1.014,3.639,2.126,0.817,0.22,2.179,0.436,13.999,6.006,7.99,40.651,1.291,1.131,0.839,0.601,2.056,3.639,2.126,1.107,1.823,2.541,0.523,100.0,87.571,6.571,54.0,0.286,98.857,100.0,100.0,45.857,100.0,100.0,73.429,7.143,85.857,85.857
234,E00023660,70.55,27.989,52.634,28.125,17.915,11.641,4.48,5.741,2.343,0.442,13.693,4.222,1.733,9.897,0.012,1.066,0.853,0.602,1.958,3.657,2.084,0.591,0.082,1.672,0.442,13.693,5.843,9.165,26.322,0.756,1.106,0.853,0.602,2.44,3.657,2.084,0.97,0.742,2.493,0.662,100.0,71.75,12.667,24.667,0.167,96.583,100.0,100.0,75.25,100.0,100.0,54.917,3.0,66.667,66.667
235,E00023661,71.936,15.626,53.364,16.429,18.571,25.24,3.276,5.684,3.031,0.509,13.467,5.105,0.689,24.501,0.049,1.124,0.761,0.593,0.798,3.594,2.09,0.837,0.15,2.044,0.509,13.467,5.959,4.875,38.928,1.149,1.179,0.761,0.593,1.676,3.594,2.09,1.094,1.674,2.521,0.626,100.0,84.857,5.071,62.143,0.714,95.786,100.0,100.0,37.286,100.0,100.0,72.571,4.286,79.929,79.929
236,E00023662,78.83,33.897,56.776,34.0,22.055,6.722,5.65,6.772,3.354,0.381,17.771,4.283,0.936,5.787,0.0,1.229,0.858,0.688,2.874,4.159,2.612,1.045,0.829,1.478,0.381,17.771,5.92,8.1,32.15,0.0,1.326,0.858,0.688,3.378,4.159,2.612,1.801,3.084,2.574,0.676,100.0,71.9,6.8,13.8,0.0,93.1,100.0,100.0,86.2,100.0,100.0,45.0,15.6,60.3,60.3
237,E00023663,70.862,27.021,52.94,26.562,17.922,14.24,3.746,5.294,2.28,0.355,13.706,4.217,0.42,13.82,0.0,1.035,0.827,0.554,1.334,3.355,1.939,0.572,0.011,1.695,0.355,13.706,5.74,3.375,28.248,0.0,1.05,0.827,0.554,1.968,3.355,1.939,0.986,0.476,2.445,0.509,100.0,73.75,3.125,37.25,0.0,98.5,100.0,100.0,62.75,100.0,100.0,60.5,0.25,70.625,70.625
238,E00023664,81.15,33.802,58.98,32.083,22.17,10.444,4.488,6.567,3.24,0.44,16.953,5.216,2.628,7.817,0.0,1.136,0.836,0.658,1.859,3.978,2.587,0.801,0.436,2.004,0.44,16.953,6.324,8.967,21.06,0.0,1.188,0.836,0.658,2.298,3.978,2.587,1.212,2.024,2.583,0.564,100.0,81.667,19.667,18.333,0.0,95.778,100.0,100.0,81.722,100.0,100.0,53.944,12.0,76.611,76.611
239,E00023665,63.856,19.291,47.849,19.844,16.007,17.897,2.889,5.053,2.358,0.362,11.948,4.059,0.636,17.22,0.041,0.874,0.726,0.54,0.753,3.262,1.791,0.59,0.274,1.491,0.362,11.948,5.312,6.158,30.599,1.109,0.94,0.726,0.54,1.115,3.262,1.791,1.059,1.795,2.086,0.498,100.0,76.062,5.0,50.188,0.812,93.438,100.0,100.0,49.062,100.0,100.0,54.688,10.0,66.562,66.562
240,E00023666,78.112,34.884,57.55,34.118,20.562,8.812,4.718,6.146,2.542,0.448,16.34,4.22,1.995,6.816,0.001,1.186,0.881,0.624,2.03,3.779,2.366,0.689,0.296,1.555,0.448,16.34,5.873,8.051,23.771,0.544,1.257,0.881,0.624,2.174,3.779,2.366,1.314,2.351,2.41,0.711,100.0,66.059,14.588,15.235,0.0,95.059,100.0,100.0,84.765,100.0,100.0,42.353,7.235,58.765,58.765
241,E00023668,56.346,11.391,42.914,11.731,13.432,21.948,2.345,4.402,2.342,0.491,9.519,3.913,1.163,20.785,0.0,0.749,0.676,0.49,0.432,2.963,1.437,0.568,0.113,1.661,0.491,9.519,4.492,3.115,30.085,0.0,0.752,0.676,0.49,0.9,2.963,1.437,0.722,0.977,1.944,0.575,100.0,79.538,8.615,65.385,0.0,99.769,100.0,100.0,34.615,100.0,100.0,73.154,5.923,78.231,78.231
242,E00023669,65.306,25.699,48.298,26.176,17.007,10.881,4.124,5.207,2.081,0.305,12.878,4.131,0.979,9.882,0.02,0.899,0.81,0.557,1.857,3.376,1.831,0.499,0.357,1.225,0.305,12.878,5.008,6.1,27.962,0.868,1.05,0.81,0.557,2.729,3.376,1.831,0.973,1.722,2.038,0.495,100.0,78.176,7.647,29.824,0.294,84.765,100.0,100.0,69.941,100.0,100.0,49.471,10.059,56.824,56.824
243,E00023670,66.413,24.048,49.283,24.333,17.131,12.761,3.606,5.656,2.821,0.387,12.737,4.395,1.477,10.899,0.387,1.073,0.769,0.596,1.17,3.607,2.051,1.063,0.209,1.549,0.387,12.737,5.407,9.279,26.471,1.811,1.129,0.769,0.596,1.595,3.607,2.051,1.659,1.823,2.151,0.533,100.0,82.4,11.467,32.733,4.733,89.267,100.0,100.0,62.667,100.0,100.0,56.467,7.133,68.6,68.6
244,E00023671,70.338,17.929,51.8,16.562,18.537,21.68,3.074,5.621,3.04,0.451,13.27,5.269,0.595,21.086,0.0,0.994,0.825,0.59,0.669,3.566,2.058,0.736,0.152,2.15,0.451,13.27,5.784,10.125,32.95,0.0,1.024,0.825,0.59,1.484,3.566,2.058,1.028,2.44,2.438,0.51,100.0,90.375,4.375,56.125,0.0,97.0,100.0,100.0,44.0,100.0,100.0,76.5,3.25,87.125,87.125
245,E00023672,62.871,28.903,46.499,28.214,16.373,7.313,3.216,4.987,1.749,0.336,12.1,4.27,0.406,6.851,0.054,0.737,0.751,0.531,1.194,3.22,1.769,0.299,0.143,1.306,0.336,12.1,5.284,5.027,28.286,0.667,0.894,0.751,0.531,1.463,3.22,1.769,0.64,2.253,2.229,0.563,100.0,81.286,3.571,22.571,1.143,82.857,100.0,100.0,76.286,100.0,100.0,48.0,5.0,59.857,59.857
246,E00023674,61.158,26.942,46.745,27.083,14.414,9.553,2.961,5.255,1.662,0.371,11.142,3.272,0.391,9.162,0.0,0.823,0.767,0.576,0.796,3.486,1.773,0.336,0.246,1.08,0.371,11.142,5.358,3.375,25.713,0.0,0.898,0.767,0.576,1.072,3.486,1.773,0.88,2.256,2.261,0.798,100.0,61.167,2.917,25.417,0.0,91.333,100.0,100.0,74.583,100.0,100.0,29.417,7.75,48.083,48.083
247,E00023675,70.067,21.603,51.453,22.5,18.613,17.08,3.023,6.043,3.237,0.47,13.433,5.18,0.29,16.793,0.0,0.903,0.763,0.637,0.713,3.873,2.17,1.26,0.17,1.803,0.47,13.433,5.743,9.0,36.61,0.0,1.047,0.763,0.637,1.227,3.873,2.17,1.84,2.8,2.477,0.647,100.0,90.667,2.333,45.667,0.0,84.333,100.0,100.0,54.333,100.0,100.0,69.667,6.667,75.0,75.0
248,E00023676,60.964,19.775,45.184,19.091,15.78,15.565,2.779,5.255,1.525,0.284,11.445,4.335,0.557,14.956,0.051,0.564,0.737,0.57,0.907,3.456,1.796,0.379,0.132,1.013,0.284,11.445,4.725,5.694,26.403,0.437,0.91,0.737,0.57,1.432,3.456,1.796,1.2,1.578,1.95,0.518,100.0,83.0,4.545,46.636,1.091,66.273,100.0,100.0,52.273,100.0,100.0,35.455,5.636,47.273,47.273
249,E00023678,64.46,26.374,48.748,25.5,15.712,10.432,3.876,5.762,1.984,0.322,12.158,3.556,0.4,10.028,0.0,1.148,0.844,0.618,1.266,3.74,2.022,0.456,0.078,1.452,0.322,12.158,4.538,8.1,29.776,0.0,1.148,0.844,0.618,1.722,3.74,2.022,0.746,1.304,1.868,0.412,100.0,62.4,3.0,28.6,0.0,100.0,100.0,100.0,71.4,100.0,100.0,47.6,2.2,61.8,61.8
250,E00023679,74.48,32.142,55.844,32.0,18.636,10.96,4.264,6.362,1.812,0.304,14.274,4.36,0.392,10.388,0.182,1.05,0.89,0.674,1.65,4.084,2.28,0.442,0.226,1.144,0.304,14.274,6.266,4.182,41.604,2.214,1.322,0.89,0.674,2.114,4.084,2.28,1.24,2.224,2.81,0.648,100.0,67.4,2.4,24.4,1.6,76.2,100.0,100.0,74.0,100.0,100.0,25.2,5.8,37.8,37.8
251,E00023680,68.125,26.686,50.101,26.875,18.024,10.638,4.252,6.009,2.149,0.368,14.026,3.999,1.703,8.921,0.015,1.081,0.822,0.634,1.716,3.834,2.175,0.661,0.08,1.408,0.368,14.148,5.131,5.03,30.831,0.97,1.175,0.822,0.634,2.219,3.834,2.175,0.972,1.095,2.142,0.602,97.5,71.375,12.75,22.375,0.25,92.875,100.0,100.0,77.5,100.0,100.0,46.0,1.875,62.5,62.5
252,E00023681,78.14,31.345,56.363,29.875,21.778,11.376,4.308,6.405,2.452,0.474,16.852,4.924,1.38,9.954,0.043,1.112,0.815,0.649,1.736,3.927,2.479,0.649,0.212,1.592,0.474,16.852,5.885,7.547,31.134,1.361,1.206,0.815,0.649,2.246,3.927,2.479,1.276,1.437,2.217,0.641,100.0,84.1,10.9,28.25,0.6,87.85,100.0,100.0,71.45,100.0,100.0,46.4,7.1,68.1,68.1
253,E00023682,58.786,20.829,44.634,20.357,14.151,12.891,3.179,5.114,2.266,0.356,10.56,3.591,0.645,12.074,0.174,0.969,0.713,0.551,0.944,3.345,1.77,0.715,0.114,1.434,0.356,10.56,4.744,6.753,28.002,2.243,0.99,0.713,0.551,1.443,3.345,1.77,1.072,1.195,1.991,0.477,100.0,71.071,5.5,38.929,2.714,97.786,100.0,100.0,58.357,100.0,100.0,56.214,4.5,67.071,67.071
254,E00023684,70.05,27.38,52.391,27.75,17.659,12.569,3.701,5.624,2.604,0.514,13.017,4.639,0.793,11.76,0.016,1.23,0.835,0.595,1.046,3.601,2.023,0.552,0.272,1.782,0.514,13.017,5.917,8.52,33.811,1.853,1.319,0.835,0.595,1.58,3.601,2.023,1.073,3.06,2.548,0.748,100.0,78.5,5.3,32.4,0.2,93.5,100.0,100.0,67.5,100.0,100.0,53.7,7.3,70.9,70.9
255,E00023685,57.471,18.403,43.594,18.214,13.877,15.363,2.564,4.811,2.047,0.413,10.026,3.851,0.256,15.05,0.056,0.807,0.686,0.527,0.543,3.18,1.63,0.534,0.133,1.38,0.413,10.026,4.919,3.123,32.187,0.681,0.901,0.686,0.527,0.949,3.18,1.63,0.869,1.75,1.989,0.577,100.0,79.143,2.429,46.143,1.143,92.286,100.0,100.0,52.714,100.0,100.0,48.143,4.571,71.429,71.429
256,E00023686,77.435,34.348,56.89,32.5,20.544,9.8,3.99,5.812,2.524,0.416,15.925,4.621,1.066,8.727,0.007,1.128,0.848,0.591,1.424,3.582,2.229,0.594,0.262,1.67,0.416,15.925,6.26,5.833,27.234,0.43,1.168,0.848,0.591,1.846,3.582,2.229,0.914,1.35,2.5,0.623,100.0,73.55,8.2,21.4,0.1,96.35,100.0,100.0,78.55,100.0,100.0,49.8,7.75,65.05,65.05
257,E00023687,56.769,11.316,42.851,12.115,13.917,22.245,2.167,4.355,2.358,0.411,9.673,4.243,0.311,21.854,0.08,0.678,0.678,0.482,0.329,2.915,1.441,0.58,0.105,1.675,0.411,9.673,4.682,3.787,31.878,0.975,0.728,0.678,0.482,1.003,2.915,1.441,0.725,1.477,2.014,0.493,100.0,83.462,2.615,66.923,1.231,92.923,100.0,100.0,31.923,100.0,100.0,71.846,3.692,76.0,76.0
258,E00023688,60.1,20.399,46.566,20.278,13.534,16.123,3.258,5.117,1.408,0.263,10.222,3.311,0.208,15.914,0.001,1.018,0.802,0.556,0.881,3.378,1.74,0.23,0.063,1.117,0.263,10.222,4.756,1.192,31.319,0.718,1.141,0.802,0.556,1.63,3.378,1.74,0.599,0.751,1.808,0.422,100.0,61.0,1.889,42.333,0.0,89.333,100.0,100.0,57.667,100.0,100.0,31.778,3.0,46.667,46.667
259,E00023689,73.112,28.712,53.934,28.235,19.178,11.955,3.896,6.079,2.846,0.442,14.607,4.571,1.453,10.459,0.044,1.233,0.785,0.629,1.245,3.809,2.271,0.842,0.19,1.815,0.442,14.607,5.989,8.548,27.648,1.765,1.262,0.785,0.629,1.605,3.809,2.271,1.329,1.654,2.49,0.591,100.0,76.353,10.941,28.294,0.588,98.0,100.0,100.0,71.235,100.0,100.0,58.529,6.235,72.765,72.765
260,E00023690,73.45,27.25,53.688,27.5,19.764,13.912,3.838,5.615,2.674,0.399,14.704,5.061,1.69,12.079,0.145,1.126,0.83,0.588,1.295,3.559,2.056,0.619,0.1,1.954,0.399,14.704,6.001,7.25,33.906,3.152,1.18,0.83,0.588,1.744,3.559,2.056,0.895,0.912,2.52,0.515,100.0,83.5,12.25,32.0,1.625,95.0,100.0,100.0,66.375,100.0,100.0,63.125,2.75,76.5,76.5
261,E00023691,70.0,21.23,51.31,22.5,18.69,17.73,2.75,5.16,3.6,0.85,12.86,5.83,0.0,17.73,0.0,0.86,0.75,0.54,0.59,3.28,1.88,0.94,0.17,2.49,0.85,12.86,5.83,0.0,37.23,0.0,0.86,0.75,0.54,1.13,3.28,1.88,0.94,3.55,2.49,0.85,100.0,100.0,0.0,48.0,0.0,100.0,100.0,100.0,52.0,100.0,100.0,100.0,5.0,100.0,100.0
262,E00023692,61.875,6.952,46.802,6.25,15.072,28.172,1.92,5.212,3.82,0.732,10.085,4.985,0.628,27.545,0.0,0.648,0.58,0.572,0.122,3.46,1.75,1.305,0.36,2.155,0.732,10.085,5.222,6.75,34.61,0.0,0.65,0.58,0.572,0.555,3.46,1.75,1.45,2.735,2.268,0.77,100.0,95.75,4.75,80.0,0.0,99.75,100.0,100.0,20.0,100.0,100.0,90.0,13.5,95.25,95.25
263,E00023694,48.7,2.78,38.71,2.5,9.99,27.32,1.71,4.06,2.33,0.52,6.58,3.41,0.0,27.32,0.0,0.56,0.61,0.47,0.07,2.84,1.22,0.68,0.19,1.46,0.52,6.58,4.31,0.0,29.52,0.0,0.58,0.61,0.47,0.94,2.84,1.22,1.04,1.8,1.92,0.68,100.0,79.0,0.0,93.0,0.0,97.0,100.0,100.0,7.0,100.0,100.0,66.0,10.0,76.0,76.0
264,E00023695,54.383,5.028,41.847,5.833,12.537,26.298,1.85,4.437,3.458,0.777,8.092,4.445,0.373,25.888,0.033,0.685,0.567,0.5,0.098,3.025,1.412,1.148,0.365,1.948,0.777,8.093,4.812,8.953,29.85,1.212,0.69,0.567,0.5,0.515,3.025,1.412,1.302,2.195,2.117,0.847,100.0,92.5,2.833,87.667,0.5,99.667,100.0,100.0,12.0,100.0,100.0,87.833,16.667,92.0,92.0
265,E00023696,65.4,4.755,48.385,5.0,17.015,32.95,1.895,4.42,3.525,0.845,11.75,5.27,0.175,32.775,0.0,0.555,0.635,0.475,0.23,2.875,1.545,0.845,0.44,2.24,0.845,11.75,5.39,6.75,36.515,0.0,0.555,0.635,0.475,1.555,2.875,1.545,0.9,2.98,2.29,0.865,100.0,97.5,1.5,90.0,0.0,100.0,100.0,100.0,10.0,100.0,100.0,93.5,14.5,97.5,97.5
266,E00023697,69.425,20.645,52.285,19.375,17.141,18.2,3.259,5.904,3.616,0.661,11.94,5.2,2.429,15.674,0.095,1.032,0.776,0.628,0.822,3.794,2.109,0.905,0.656,2.054,0.661,11.94,6.129,10.479,33.242,1.164,1.098,0.776,0.628,1.276,3.794,2.109,1.349,3.03,2.629,0.846,100.0,86.25,17.75,42.375,1.0,91.875,100.0,100.0,56.625,100.0,100.0,55.125,19.25,78.25,78.25
267,E00023698,56.825,0.832,43.05,2.5,13.772,31.55,1.89,4.637,3.428,0.715,9.165,4.61,0.078,31.472,0.0,0.73,0.625,0.52,0.015,3.15,1.488,0.928,0.498,2.002,0.715,9.165,4.685,3.375,32.165,0.0,0.73,0.625,0.52,0.285,3.15,1.488,0.948,2.848,2.035,0.728,100.0,98.25,0.5,97.75,0.0,100.0,100.0,100.0,2.25,100.0,100.0,98.0,17.75,98.25,98.25
268,E00023699,66.55,12.6,49.588,11.25,16.962,25.5,2.652,5.465,2.887,0.483,12.732,4.23,0.1,25.4,0.0,0.883,0.732,0.59,0.452,3.558,1.912,0.915,0.392,1.578,0.483,12.732,5.27,3.375,36.973,0.0,0.975,0.732,0.59,1.438,3.558,1.912,1.525,4.195,2.23,0.68,100.0,80.0,0.75,69.25,0.0,91.0,100.0,100.0,30.75,100.0,100.0,63.25,11.0,70.0,70.0
269,E00023700,60.42,13.21,45.238,13.5,15.182,21.888,1.918,4.442,3.176,0.604,10.304,4.88,1.216,20.674,0.0,0.546,0.604,0.484,0.278,2.934,1.508,0.57,0.492,2.114,0.604,10.304,5.202,5.4,32.142,0.0,0.546,0.604,0.484,0.996,2.934,1.508,0.644,3.222,2.254,0.644,100.0,93.8,9.0,66.6,0.0,100.0,100.0,100.0,33.4,100.0,100.0,86.4,14.2,93.8,93.8
270,E00023701,49.36,1.764,38.654,2.5,10.706,27.436,1.474,4.706,2.666,0.61,6.566,4.138,0.114,27.32,0.0,0.452,0.462,0.542,0.016,3.288,1.42,0.862,0.398,1.408,0.61,6.566,4.35,2.7,28.212,0.0,0.584,0.462,0.542,0.298,3.288,1.42,1.058,1.538,1.756,0.78,100.0,95.2,0.8,96.8,0.0,82.0,100.0,100.0,3.2,100.0,100.0,65.0,21.0,77.2,77.2
271,E00023702,48.833,0.983,38.407,2.5,10.427,27.813,1.643,4.32,2.873,0.78,6.617,3.813,0.0,27.813,0.0,0.587,0.533,0.497,0.02,3.01,1.31,0.913,0.3,1.66,0.78,6.617,4.227,0.0,28.583,0.0,0.597,0.533,0.497,0.567,3.01,1.31,1.08,1.91,1.887,0.893,100.0,89.667,0.0,97.333,0.0,98.0,100.0,100.0,2.667,100.0,100.0,83.333,16.0,87.333,87.333
272,E00023703,63.925,3.171,47.683,4.375,16.242,32.404,2.262,5.299,3.929,0.616,11.12,5.121,0.188,32.216,0.0,0.955,0.626,0.576,0.106,3.488,1.812,1.09,0.681,2.156,0.616,11.12,5.166,1.688,35.629,0.0,0.969,0.626,0.576,0.599,3.488,1.812,1.112,2.401,2.216,0.631,100.0,99.125,1.375,91.0,0.0,98.25,100.0,100.0,9.0,100.0,100.0,96.875,22.625,97.375,97.375
273,E00023704,59.82,18.272,45.664,18.5,14.158,17.49,2.11,4.526,2.608,0.652,10.092,4.07,0.818,16.672,0.0,0.66,0.65,0.498,0.296,3.024,1.504,0.57,0.288,1.752,0.652,10.092,5.294,8.1,27.832,0.0,0.664,0.65,0.498,0.572,3.024,1.504,0.834,2.24,2.3,0.874,100.0,76.6,6.0,48.8,0.0,99.6,100.0,100.0,51.2,100.0,100.0,61.8,12.0,76.2,76.2
274,E00023705,38.0,13.25,31.2,12.5,6.8,9.68,1.76,4.27,1.81,0.42,4.67,2.14,0.79,5.24,3.65,0.58,0.55,0.52,0.12,3.13,1.14,0.74,0.12,0.96,0.42,4.67,3.54,13.07,23.37,7.57,0.58,0.55,0.52,0.41,3.13,1.14,1.74,1.49,1.63,0.72,100.0,60.0,6.0,22.0,48.0,99.0,100.0,100.0,29.0,100.0,100.0,42.0,8.0,59.0,59.0
275,E00023706,33.65,13.81,28.042,13.75,5.608,6.627,1.362,4.168,1.672,0.41,3.53,2.08,0.405,2.91,3.31,0.395,0.395,0.512,0.065,3.108,1.06,0.685,0.098,0.89,0.41,3.53,2.89,6.625,18.588,5.995,0.413,0.395,0.512,0.213,3.108,1.06,1.552,1.045,1.362,0.642,100.0,69.75,4.5,14.25,55.25,95.0,100.0,100.0,30.75,100.0,100.0,45.0,7.75,63.25,63.25
276,E00023707,36.2,13.543,30.307,14.167,5.893,8.223,1.6,4.777,1.777,0.39,3.783,2.11,1.36,4.317,2.547,0.52,0.41,0.583,0.087,3.533,1.243,0.893,0.093,0.79,0.39,3.783,2.963,11.167,21.933,6.1,0.567,0.41,0.583,0.233,3.533,1.243,2.5,0.72,1.35,0.66,100.0,71.667,12.333,20.667,41.667,91.667,100.0,100.0,38.0,100.0,100.0,34.667,11.333,59.0,59.0
277,E00023708,64.133,23.123,49.7,24.167,14.433,15.097,2.713,5.387,2.823,0.557,10.363,4.073,0.853,14.247,0.0,0.853,0.727,0.587,0.55,3.543,1.843,0.877,0.2,1.75,0.557,10.363,5.793,9.0,24.647,0.0,0.853,0.727,0.587,0.847,3.543,1.843,1.773,2.123,2.523,0.86,100.0,71.0,6.333,38.667,0.0,100.0,100.0,100.0,61.333,100.0,100.0,63.333,6.333,71.0,71.0
278,E00023709,38.575,13.018,31.347,12.5,7.228,9.088,1.487,4.41,2.633,0.712,4.505,2.722,1.182,5.708,2.202,0.462,0.4,0.532,0.092,3.218,1.19,1.358,0.068,1.21,0.712,4.505,3.43,10.918,21.68,6.15,0.472,0.4,0.532,0.235,3.218,1.19,2.038,0.878,1.56,0.92,100.0,78.75,11.25,25.75,36.0,98.25,100.0,100.0,38.75,100.0,100.0,64.0,7.0,77.25,77.25
279,E00023710,33.867,14.217,28.713,14.167,5.153,6.61,1.557,4.483,1.453,0.393,3.49,1.667,0.43,3.037,3.147,0.503,0.42,0.55,0.083,3.34,1.137,0.64,0.03,0.783,0.393,3.49,2.873,8.5,20.453,6.26,0.507,0.42,0.55,0.23,3.34,1.137,1.757,0.963,1.373,0.683,100.0,58.0,4.333,15.0,50.0,99.333,100.0,100.0,35.667,100.0,100.0,37.0,3.667,57.333,57.333
280,E00023711,35.033,11.03,29.243,10.833,5.79,9.583,1.5,4.51,2.147,0.473,3.693,2.1,0.257,7.07,2.257,0.497,0.393,0.553,0.057,3.35,1.157,1.093,0.093,0.96,0.473,3.693,2.843,6.5,19.527,5.807,0.5,0.393,0.553,0.213,3.35,1.157,2.157,0.867,1.337,0.683,100.0,71.667,2.667,34.667,39.333,99.333,100.0,100.0,26.333,100.0,100.0,52.667,9.667,70.0,70.0
281,E00023712,54.8,14.13,42.94,12.5,11.86,18.76,1.91,4.31,2.93,0.9,7.61,4.25,0.43,17.92,0.41,0.65,0.61,0.49,0.17,2.94,1.37,0.7,0.35,1.87,0.9,7.61,4.97,13.5,32.67,7.31,0.66,0.61,0.49,0.42,2.94,1.37,0.86,2.43,2.23,1.07,100.0,85.0,3.0,55.0,6.0,98.0,100.0,100.0,40.0,100.0,100.0,82.0,15.0,84.0,84.0
282,E00023713,65.575,9.392,48.452,10.0,17.123,27.69,2.093,5.082,3.485,0.71,12.045,5.08,0.898,26.792,0.0,0.678,0.645,0.545,0.22,3.315,1.768,1.005,0.355,2.122,0.71,12.045,5.312,6.75,36.51,0.0,0.685,0.645,0.545,0.762,3.315,1.768,1.118,3.17,2.258,0.758,100.0,96.0,6.5,74.5,0.0,98.0,100.0,100.0,25.5,100.0,100.0,91.75,13.5,94.0,94.0
283,E00023714,55.162,4.215,42.558,4.375,12.605,27.822,1.814,4.965,3.167,0.573,8.328,4.276,0.076,27.746,0.0,0.631,0.555,0.558,0.069,3.378,1.586,0.957,0.51,1.698,0.573,8.328,4.731,1.688,31.001,0.0,0.706,0.555,0.558,0.479,3.378,1.586,1.355,2.05,2.051,0.7,100.0,90.5,0.625,90.375,0.0,91.25,100.0,100.0,9.75,100.0,100.0,77.75,23.25,81.75,81.75
284,E00023715,27.5,11.652,23.778,11.25,3.722,5.355,1.305,3.903,1.138,0.425,2.555,1.172,0.727,1.125,3.498,0.358,0.382,0.493,0.073,2.98,0.923,0.58,0.022,0.532,0.425,2.568,2.235,8.7,15.475,5.688,0.37,0.382,0.493,0.22,2.98,0.923,1.86,0.422,1.098,0.962,98.0,47.25,6.75,7.25,62.0,97.25,100.0,100.0,30.75,100.0,100.0,31.5,3.0,44.75,44.75
285,E00023716,66.967,11.057,50.48,10.833,16.487,27.46,2.233,4.977,3.89,0.863,11.26,5.227,0.753,26.71,0.0,0.787,0.677,0.533,0.237,3.22,1.757,1.26,0.367,2.267,0.863,11.26,5.67,9.0,37.707,0.0,0.787,0.677,0.533,0.94,3.22,1.757,1.413,3.027,2.457,0.937,100.0,92.333,5.333,70.667,0.0,100.0,100.0,100.0,29.333,100.0,100.0,88.667,11.0,92.333,92.333
286,E00023717,48.55,0.76,38.04,2.5,10.51,26.72,1.535,4.735,3.515,0.775,6.43,4.08,0.0,26.72,0.0,0.555,0.43,0.545,0.0,3.305,1.43,1.365,0.32,1.83,0.775,6.43,4.08,0.0,26.72,0.0,0.555,0.43,0.545,0.0,3.305,1.43,1.395,1.655,1.83,0.775,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,97.5,19.5,100.0,100.0
287,E00023718,67.3,8.0,50.083,9.167,17.217,30.797,2.03,5.083,3.477,0.693,11.96,5.257,0.207,30.59,0.0,0.74,0.617,0.547,0.13,3.29,1.793,0.76,0.493,2.223,0.693,11.96,5.553,9.0,37.733,0.0,0.75,0.617,0.547,0.433,3.29,1.793,0.833,3.247,2.38,0.747,100.0,94.667,1.667,81.0,0.0,98.667,100.0,100.0,19.0,100.0,100.0,90.333,15.0,93.667,93.667
288,E00023719,53.433,1.213,40.913,2.5,12.52,30.51,1.507,3.99,2.973,0.717,7.917,4.603,0.137,30.303,0.07,0.517,0.523,0.453,0.017,2.743,1.247,0.657,0.3,2.013,0.717,7.917,4.78,4.5,31.43,2.307,0.517,0.523,0.453,0.713,2.743,1.247,0.703,2.17,2.107,0.747,100.0,96.333,1.0,96.333,1.0,100.0,100.0,100.0,2.667,100.0,100.0,93.667,12.667,96.0,96.0
289,E00023720,59.667,14.11,45.587,15.0,14.08,19.31,2.782,5.473,3.222,0.692,9.76,4.323,0.912,17.737,0.665,0.912,0.757,0.595,0.517,3.603,1.87,0.943,0.437,1.842,0.692,9.76,5.075,6.75,32.243,1.218,0.92,0.757,0.595,1.028,3.603,1.87,1.458,2.233,2.18,0.822,100.0,84.167,6.667,55.167,9.167,99.333,100.0,100.0,35.667,100.0,100.0,63.667,14.833,83.5,83.5
