,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
68,E00023858,50.981,37.742,20.962,32.831,23.562,69.196,0.482,0.357,0.198,0.311,0.223,0.655,0.057,0.069,0.042,0.063,0.04,0.065,2.226,21.653,16.038,8.895,13.971,10.018,29.425,89.907,66.56,36.967,57.899,41.553,122.03,414.916,0.851,0.63,0.35,0.548,0.393,1.154,3.925
69,E00023765,44.475,29.032,27.371,27.08,33.833,43.668,0.404,0.264,0.249,0.246,0.307,0.397,0.048,0.051,0.053,0.05,0.054,0.04,1.867,21.639,14.14,13.337,13.176,16.443,21.264,78.434,51.199,48.27,47.757,59.666,77.01,362.336,0.713,0.465,0.439,0.434,0.542,0.7,3.293
70,E00023979,52.279,32.173,25.874,30.448,31.438,71.933,0.887,0.546,0.439,0.517,0.533,1.22,0.104,0.106,0.094,0.105,0.095,0.122,4.142,21.415,13.182,10.599,12.482,12.868,29.454,92.196,56.739,45.63,53.696,55.442,126.857,430.56,1.564,0.963,0.774,0.911,0.941,2.152,7.305
71,E00175230,40.343,31.868,22.717,32.631,23.89,50.844,0.575,0.454,0.324,0.465,0.341,0.725,0.068,0.088,0.069,0.095,0.061,0.072,2.884,19.938,15.742,11.234,16.123,11.824,25.139,71.147,56.201,40.062,57.546,42.131,89.666,356.753,1.014,0.801,0.571,0.82,0.601,1.278,5.085
72,E00023591,65.478,42.888,29.945,39.743,32.036,73.167,0.527,0.345,0.241,0.32,0.258,0.589,0.062,0.067,0.051,0.065,0.046,0.059,2.28,23.114,15.132,10.57,14.035,11.316,25.833,115.473,75.635,52.809,70.089,56.497,129.033,499.536,0.929,0.609,0.425,0.564,0.455,1.038,4.02
73,E00023510,311.767,176.061,183.052,172.11,238.734,380.253,1.553,0.877,0.912,0.857,1.189,1.894,0.183,0.171,0.195,0.175,0.211,0.189,7.282,21.327,12.043,12.524,11.769,16.328,26.009,549.815,310.491,322.82,303.524,421.018,670.593,2578.261,2.738,1.546,1.608,1.512,2.097,3.339,12.839
74,E00023581,104.408,69.833,46.064,67.695,52.858,123.881,0.727,0.486,0.321,0.471,0.368,0.862,0.086,0.095,0.069,0.096,0.065,0.086,3.235,22.473,15.023,9.923,14.56,11.376,26.646,184.128,123.154,81.236,119.383,93.217,218.47,819.588,1.281,0.857,0.565,0.831,0.649,1.52,5.704
75,E00023441,89.317,56.713,51.879,50.93,57.584,105.862,0.428,0.272,0.249,0.244,0.276,0.507,0.05,0.053,0.053,0.05,0.049,0.051,1.976,21.66,13.765,12.601,12.348,13.968,25.658,157.514,100.016,91.491,89.817,101.552,186.692,727.083,0.755,0.479,0.438,0.43,0.487,0.895,3.484
76,E00024071,60.572,46.982,33.508,48.76,44.599,81.137,0.76,0.59,0.42,0.612,0.56,1.018,0.089,0.115,0.09,0.125,0.099,0.101,3.96,19.192,14.899,10.606,15.455,14.141,25.707,106.821,82.855,59.093,85.99,78.652,143.089,556.5,1.34,1.04,0.742,1.079,0.987,1.796,6.983
77,E00023867,98.542,52.52,49.515,46.727,51.928,115.898,0.85,0.453,0.427,0.403,0.448,1.0,0.1,0.088,0.091,0.082,0.079,0.1,3.581,23.736,12.65,11.924,11.254,12.51,27.925,173.783,92.621,87.322,82.405,91.577,204.391,732.1,1.499,0.799,0.753,0.711,0.79,1.763,6.314
78,E00024061,103.818,62.514,66.972,67.733,86.245,125.06,0.97,0.584,0.626,0.633,0.806,1.168,0.114,0.114,0.134,0.129,0.143,0.116,4.787,20.263,12.2,13.077,13.223,16.837,24.399,183.088,110.246,118.108,119.45,152.097,220.549,903.538,1.71,1.03,1.103,1.116,1.421,2.06,8.44
79,E00024140,566.28,306.18,287.466,305.558,368.949,658.149,2.477,1.339,1.257,1.337,1.614,2.879,0.292,0.26,0.268,0.273,0.286,0.287,10.903,22.719,12.281,11.529,12.263,14.803,26.406,998.66,539.962,506.959,538.865,650.658,1160.675,4395.778,4.369,2.362,2.218,2.357,2.846,5.077,19.229
80,E00023726,69.238,40.479,33.189,37.756,40.759,83.686,0.825,0.482,0.396,0.45,0.486,0.997,0.097,0.094,0.085,0.092,0.086,0.099,3.636,22.69,13.256,10.891,12.376,13.366,27.42,122.104,71.387,58.53,66.584,71.88,147.584,538.07,1.455,0.851,0.698,0.794,0.857,1.759,6.413
81,E00023879,43.8,26.015,20.831,25.631,22.8,51.882,0.335,0.199,0.159,0.196,0.174,0.397,0.039,0.039,0.034,0.04,0.031,0.04,1.46,22.945,13.63,10.89,13.425,11.918,27.192,77.243,45.879,36.736,45.201,40.209,91.496,336.765,0.591,0.351,0.281,0.346,0.308,0.7,2.577
82,E00023529,227.665,145.18,130.023,133.411,151.989,291.697,2.104,1.342,1.202,1.233,1.405,2.696,0.248,0.261,0.257,0.252,0.249,0.269,9.982,21.078,13.444,12.042,12.352,14.075,27.009,401.497,256.031,229.301,235.276,268.039,514.421,1904.566,3.71,2.366,2.119,2.174,2.477,4.754,17.601
83,E00023443,38.785,21.549,19.886,21.457,21.134,45.0,0.316,0.175,0.162,0.175,0.172,0.366,0.037,0.034,0.035,0.036,0.031,0.036,1.366,23.133,12.811,11.859,12.811,12.592,26.794,68.399,38.003,35.07,37.84,37.271,79.359,295.942,0.557,0.309,0.285,0.308,0.303,0.646,2.409
84,E00023458,103.263,68.025,59.459,58.693,61.244,119.866,0.976,0.643,0.562,0.555,0.579,1.133,0.115,0.125,0.12,0.113,0.103,0.113,4.448,21.942,14.456,12.635,12.478,13.017,25.472,182.109,119.965,104.859,103.508,108.006,211.389,829.836,1.721,1.134,0.991,0.978,1.021,1.998,7.842
85,E00024138,632.291,326.65,368.661,320.02,469.189,636.872,4.116,2.127,2.4,2.083,3.055,4.146,0.484,0.414,0.513,0.425,0.542,0.413,17.927,22.96,11.865,13.388,11.619,17.041,23.127,1115.073,576.062,650.15,564.369,827.436,1123.152,4856.241,7.259,3.75,4.233,3.674,5.387,7.312,31.615
86,E00023922,281.965,84.974,76.606,54.356,79.337,146.965,0.461,0.139,0.125,0.089,0.13,0.24,0.054,0.027,0.027,0.018,0.023,0.024,1.184,38.936,11.74,10.557,7.517,10.98,20.27,497.258,149.855,135.098,95.859,139.914,259.179,1277.164,0.813,0.245,0.221,0.157,0.229,0.424,2.088
87,E00023541,44.92,36.715,25.163,33.441,29.709,55.664,0.566,0.463,0.317,0.421,0.374,0.701,0.067,0.09,0.068,0.086,0.066,0.07,2.842,19.916,16.291,11.154,14.814,13.16,24.666,79.218,64.749,44.376,58.975,52.393,98.166,397.877,0.998,0.816,0.559,0.743,0.66,1.237,5.012
88,E00024126,203.895,111.973,111.719,105.653,133.311,256.672,2.598,1.427,1.423,1.346,1.699,3.27,0.306,0.278,0.304,0.275,0.301,0.326,11.763,22.086,12.131,12.097,11.443,14.444,27.799,359.578,197.469,197.021,186.324,235.1,452.652,1628.144,4.581,2.516,2.51,2.374,2.995,5.767,20.744
89,E00023993,83.541,45.091,44.501,49.487,52.425,99.91,0.831,0.448,0.442,0.492,0.521,0.993,0.098,0.087,0.094,0.1,0.092,0.099,3.727,22.297,12.02,11.859,13.201,13.979,26.643,147.328,79.52,78.479,87.273,92.454,176.196,661.25,1.465,0.791,0.78,0.868,0.919,1.752,6.574
90,E00023460,43.027,26.362,26.414,21.769,27.203,55.968,0.584,0.358,0.359,0.296,0.37,0.76,0.069,0.07,0.077,0.06,0.066,0.076,2.727,21.415,13.128,13.165,10.854,13.568,27.869,75.88,46.491,46.582,38.391,47.974,98.702,354.019,1.031,0.632,0.633,0.522,0.652,1.341,4.809
91,E00023806,106.953,61.213,57.415,71.165,62.777,128.497,0.368,0.21,0.197,0.245,0.216,0.442,0.043,0.041,0.042,0.05,0.038,0.044,1.678,21.931,12.515,11.74,14.601,12.872,26.341,188.616,107.952,101.254,125.503,110.71,226.61,860.645,0.648,0.371,0.348,0.431,0.38,0.779,2.958
92,E00023438,45.035,29.605,26.277,26.652,30.769,56.525,0.205,0.134,0.119,0.121,0.14,0.257,0.024,0.026,0.025,0.025,0.025,0.026,0.976,21.004,13.73,12.193,12.398,14.344,26.332,79.421,52.21,46.341,47.002,54.262,99.684,378.92,0.361,0.237,0.21,0.213,0.246,0.453,1.721
93,E00023795,57.586,36.285,33.367,37.659,39.561,71.388,0.46,0.29,0.266,0.301,0.316,0.57,0.054,0.056,0.057,0.061,0.056,0.057,2.203,20.881,13.164,12.074,13.663,14.344,25.874,101.555,63.99,58.844,66.413,69.768,125.896,486.467,0.81,0.511,0.47,0.53,0.557,1.005,3.882
94,E00023861,134.792,77.261,66.895,71.9,70.955,156.107,0.666,0.382,0.33,0.355,0.35,0.771,0.078,0.074,0.07,0.072,0.062,0.077,2.854,23.336,13.385,11.563,12.439,12.263,27.015,237.712,136.253,117.972,126.799,125.132,275.302,1019.17,1.174,0.673,0.583,0.626,0.618,1.36,5.034
95,E00023570,146.504,94.328,73.537,86.292,86.758,177.394,1.254,0.807,0.629,0.738,0.742,1.518,0.148,0.157,0.134,0.151,0.132,0.151,5.688,22.046,14.188,11.058,12.975,13.045,26.688,258.366,166.352,129.686,152.18,153.002,312.842,1172.427,2.211,1.424,1.11,1.302,1.309,2.677,10.033
96,E00024013,157.632,94.797,88.303,85.268,106.917,179.951,2.039,1.227,1.142,1.103,1.383,2.328,0.24,0.239,0.244,0.225,0.245,0.232,9.222,22.11,13.305,12.383,11.961,14.997,25.244,277.991,167.179,155.726,150.374,188.553,317.352,1257.174,3.597,2.163,2.015,1.946,2.44,4.106,16.266
97,E00024092,163.891,94.276,86.225,102.04,105.851,161.493,1.033,0.594,0.543,0.643,0.667,1.018,0.122,0.116,0.116,0.131,0.118,0.101,4.498,22.966,13.206,12.072,14.295,14.829,22.632,289.029,166.26,152.062,179.952,186.673,284.8,1258.775,1.821,1.048,0.958,1.134,1.176,1.794,7.931
98,E00175235,61.032,42.234,32.194,38.007,37.232,71.595,0.44,0.305,0.232,0.274,0.268,0.516,0.052,0.059,0.05,0.056,0.048,0.051,2.035,21.622,14.988,11.4,13.464,13.17,25.356,107.633,74.482,56.776,67.027,65.66,126.261,497.838,0.776,0.537,0.409,0.483,0.473,0.91,3.59
99,E00023845,671.239,418.881,334.233,363.047,400.55,853.723,2.564,1.6,1.277,1.387,1.53,3.261,0.302,0.311,0.273,0.283,0.271,0.325,11.619,22.067,13.771,10.991,11.937,13.168,28.066,1183.76,738.715,589.435,640.249,706.388,1505.578,5364.125,4.522,2.822,2.252,2.446,2.699,5.752,20.492
100,E00023864,101.615,53.315,54.06,52.111,58.189,119.515,0.703,0.369,0.374,0.36,0.403,0.827,0.083,0.072,0.08,0.073,0.072,0.082,3.036,23.155,12.154,12.319,11.858,13.274,27.24,179.203,94.023,95.337,91.9,102.619,210.77,773.852,1.24,0.65,0.659,0.636,0.71,1.458,5.353
101,E00023989,74.608,42.269,39.452,44.527,46.73,84.976,0.775,0.439,0.41,0.463,0.486,0.883,0.091,0.085,0.088,0.094,0.086,0.088,3.456,22.425,12.703,11.863,13.397,14.063,25.55,131.575,74.543,69.575,78.525,82.41,149.859,586.488,1.367,0.775,0.723,0.816,0.856,1.557,6.095
102,E00023536,47.78,28.572,29.556,33.741,38.942,61.348,0.45,0.269,0.278,0.318,0.367,0.578,0.053,0.052,0.059,0.065,0.065,0.058,2.26,19.912,11.903,12.301,14.071,16.239,25.575,84.262,50.388,52.123,59.504,68.676,108.19,423.143,0.794,0.475,0.491,0.561,0.647,1.019,3.986
103,E00023664,204.953,133.724,110.787,103.657,116.27,248.164,1.183,0.772,0.64,0.598,0.671,1.433,0.139,0.15,0.137,0.122,0.119,0.143,5.297,22.333,14.574,12.082,11.289,12.668,27.053,361.444,235.828,195.378,182.804,205.047,437.648,1618.149,2.087,1.362,1.128,1.055,1.184,2.527,9.342
104,E00023433,26.885,17.495,16.238,12.846,17.978,35.706,0.149,0.097,0.09,0.071,0.1,0.198,0.018,0.019,0.019,0.014,0.018,0.02,0.705,21.135,13.759,12.766,10.071,14.184,28.085,47.413,30.853,28.636,22.654,31.705,62.969,224.231,0.263,0.171,0.159,0.126,0.176,0.349,1.242
105,E00175181,173.225,98.73,102.959,85.483,133.607,196.357,0.744,0.424,0.442,0.367,0.574,0.844,0.088,0.082,0.094,0.075,0.102,0.084,3.395,21.915,12.489,13.019,10.81,16.907,24.86,305.49,174.115,181.573,150.753,235.622,346.284,1393.836,1.312,0.748,0.78,0.648,1.012,1.488,5.988
106,E00024113,1026.662,515.085,541.567,504.337,680.583,1161.997,2.553,1.281,1.347,1.254,1.693,2.89,0.3,0.249,0.288,0.256,0.3,0.288,11.018,23.171,11.626,12.225,11.381,15.366,26.23,1810.564,908.375,955.077,889.421,1200.238,2049.233,7812.908,4.503,2.259,2.375,2.212,2.985,5.096,19.43
107,E00023672,48.973,30.803,26.907,34.568,37.555,50.438,0.287,0.18,0.158,0.203,0.22,0.295,0.034,0.035,0.034,0.041,0.039,0.029,1.343,21.37,13.403,11.765,15.115,16.381,21.966,86.366,54.322,47.452,60.962,66.23,88.95,404.282,0.506,0.318,0.278,0.357,0.388,0.521,2.368
108,E00023759,97.677,60.896,54.107,51.968,57.974,94.897,0.454,0.283,0.252,0.242,0.269,0.441,0.053,0.055,0.054,0.049,0.048,0.044,1.941,23.39,14.58,12.983,12.468,13.859,22.72,172.258,107.393,95.42,91.648,102.24,167.355,736.313,0.801,0.499,0.444,0.426,0.475,0.778,3.423
109,E00023881,135.38,90.943,75.879,78.362,86.591,177.927,1.052,0.707,0.59,0.609,0.673,1.383,0.124,0.137,0.126,0.124,0.119,0.138,5.014,20.981,14.101,11.767,12.146,13.422,27.583,238.749,160.382,133.816,138.195,152.707,313.782,1137.631,1.856,1.247,1.04,1.074,1.187,2.439,8.842
110,E00024096,123.574,72.325,59.004,77.201,71.741,132.279,0.703,0.412,0.336,0.439,0.408,0.753,0.083,0.08,0.072,0.09,0.072,0.075,3.051,23.042,13.504,11.013,14.389,13.373,24.68,217.928,127.548,104.056,136.147,126.518,233.28,945.478,1.24,0.726,0.592,0.775,0.72,1.327,5.38
111,E00024017,51.714,25.598,28.547,28.582,38.107,52.834,0.911,0.451,0.503,0.504,0.672,0.931,0.107,0.088,0.107,0.103,0.119,0.093,3.972,22.936,11.354,12.664,12.689,16.918,23.439,91.2,45.143,50.344,50.406,67.203,93.175,397.471,1.607,0.796,0.887,0.888,1.184,1.642,7.004
112,E00023694,80.2,46.363,39.98,43.077,49.576,101.186,0.848,0.49,0.423,0.455,0.524,1.07,0.1,0.095,0.09,0.093,0.093,0.107,3.81,22.257,12.861,11.102,11.942,13.753,28.084,141.436,81.763,70.506,75.968,87.429,178.446,635.55,1.495,0.865,0.745,0.803,0.924,1.887,6.72
113,E00023884,121.779,77.852,71.846,76.825,92.061,128.439,0.79,0.505,0.466,0.499,0.597,0.834,0.093,0.098,0.1,0.102,0.106,0.083,3.691,21.403,13.682,12.625,13.519,16.174,22.596,214.763,137.295,126.704,135.484,162.354,226.508,1003.107,1.394,0.891,0.822,0.879,1.054,1.47,6.51
114,E00023805,76.522,44.322,47.411,54.689,57.444,87.951,0.433,0.251,0.268,0.309,0.325,0.497,0.051,0.049,0.057,0.063,0.058,0.05,2.083,20.787,12.05,12.866,14.834,15.602,23.86,134.95,78.164,83.611,96.446,101.305,155.105,649.582,0.763,0.442,0.473,0.545,0.573,0.877,3.674
115,E00023615,58.475,35.05,29.149,38.01,33.081,68.521,0.472,0.283,0.235,0.307,0.267,0.553,0.056,0.055,0.05,0.063,0.047,0.055,2.117,22.296,13.368,11.101,14.502,12.612,26.122,103.123,61.812,51.406,67.032,58.34,120.84,462.553,0.832,0.499,0.415,0.541,0.471,0.975,3.732
116,E00024008,133.441,80.273,66.898,70.634,74.907,164.789,1.077,0.648,0.54,0.57,0.605,1.33,0.127,0.126,0.115,0.116,0.107,0.133,4.77,22.579,13.585,11.321,11.95,12.683,27.883,235.329,141.565,117.978,124.566,132.102,290.613,1042.152,1.9,1.143,0.952,1.006,1.067,2.346,8.414
117,E00024089,149.02,81.618,69.528,87.267,82.916,170.59,1.249,0.684,0.583,0.731,0.695,1.43,0.147,0.133,0.124,0.149,0.123,0.142,5.372,23.25,12.733,10.853,13.608,12.937,26.62,262.803,143.937,122.616,153.899,146.226,300.843,1130.324,2.202,1.206,1.028,1.29,1.225,2.521,9.472
118,E00023625,175.361,91.201,100.105,92.295,100.638,180.378,1.011,0.526,0.577,0.532,0.58,1.04,0.119,0.102,0.123,0.109,0.103,0.104,4.266,23.699,12.33,13.526,12.471,13.596,24.379,309.257,160.837,176.54,162.766,177.48,318.105,1304.984,1.783,0.927,1.018,0.938,1.023,1.834,7.523
119,E00023502,283.832,182.107,168.207,178.488,214.43,357.253,1.793,1.15,1.062,1.127,1.354,2.256,0.211,0.224,0.227,0.23,0.24,0.225,8.742,20.51,13.155,12.148,12.892,15.488,25.806,500.55,321.154,296.64,314.771,378.157,630.031,2441.304,3.161,2.028,1.873,1.988,2.388,3.979,15.419
120,E00023505,198.233,120.476,114.046,109.394,147.176,250.159,1.522,0.925,0.876,0.84,1.13,1.921,0.179,0.18,0.187,0.171,0.201,0.191,7.214,21.098,12.822,12.143,11.644,15.664,26.629,349.593,212.465,201.125,192.921,259.551,441.166,1656.821,2.685,1.632,1.544,1.481,1.993,3.388,12.723
121,E00024024,172.201,86.399,108.926,83.879,137.712,189.489,0.523,0.262,0.331,0.255,0.418,0.575,0.062,0.051,0.071,0.052,0.074,0.057,2.364,22.124,11.083,14.002,10.787,17.682,24.323,303.684,152.368,192.096,147.924,242.861,334.172,1373.106,0.922,0.463,0.583,0.449,0.738,1.015,4.17
122,E00023954,106.896,62.548,59.825,59.367,72.959,130.336,0.975,0.571,0.546,0.542,0.666,1.189,0.115,0.111,0.117,0.111,0.118,0.118,4.489,21.72,12.72,12.163,12.074,14.836,26.487,188.516,110.306,105.504,104.696,128.666,229.853,867.542,1.72,1.007,0.963,0.955,1.174,2.098,7.917
123,E00175206,1728.361,1032.563,987.375,1036.213,1236.837,2002.937,1.269,0.758,0.725,0.761,0.908,1.47,0.149,0.147,0.155,0.155,0.161,0.146,5.891,21.541,12.867,12.307,12.918,15.413,24.953,3048.041,1820.97,1741.279,1827.407,2181.217,3532.268,14151.182,2.237,1.337,1.278,1.341,1.601,2.593,10.388
124,E00023833,246.908,173.701,127.183,157.066,142.388,314.279,2.815,1.981,1.45,1.791,1.623,3.583,0.331,0.385,0.31,0.365,0.288,0.357,13.243,21.257,14.959,10.949,13.524,12.256,27.056,435.433,306.329,224.293,276.993,251.108,554.245,2048.401,4.965,3.493,2.557,3.158,2.863,6.319,23.356
125,E00023801,75.452,50.881,47.672,51.311,63.187,82.402,0.454,0.306,0.287,0.309,0.38,0.496,0.053,0.06,0.061,0.063,0.067,0.049,2.232,20.341,13.71,12.858,13.844,17.025,22.222,133.063,89.731,84.072,90.489,111.433,145.32,654.107,0.801,0.54,0.506,0.545,0.671,0.875,3.937
126,E00023880,34.065,22.675,16.119,20.167,20.302,42.957,0.41,0.273,0.194,0.243,0.244,0.517,0.048,0.053,0.041,0.05,0.043,0.052,1.881,21.797,14.514,10.314,12.919,12.972,27.485,60.075,39.988,28.427,35.565,35.803,75.757,275.615,0.723,0.482,0.342,0.428,0.431,0.912,3.319
127,E00023719,101.674,59.14,50.329,56.607,61.368,129.261,1.332,0.775,0.659,0.742,0.804,1.693,0.157,0.151,0.141,0.151,0.143,0.169,6.005,22.182,12.906,10.974,12.356,13.389,28.193,179.307,104.296,88.757,99.829,108.225,227.957,808.372,2.349,1.366,1.163,1.308,1.418,2.986,10.59
128,E00023798,52.038,32.025,35.642,35.947,36.374,59.742,0.461,0.284,0.316,0.318,0.322,0.529,0.054,0.055,0.067,0.065,0.057,0.053,2.23,20.673,12.735,14.17,14.26,14.439,23.722,91.771,56.478,62.856,63.394,64.147,105.358,444.004,0.813,0.5,0.557,0.561,0.568,0.933,3.931
129,E00023492,140.746,101.612,82.761,78.458,95.939,177.978,1.678,1.212,0.987,0.936,1.144,2.123,0.197,0.236,0.211,0.191,0.203,0.212,8.08,20.767,15.0,12.215,11.584,14.158,26.275,248.212,179.197,145.953,138.364,169.193,313.872,1194.791,2.96,2.137,1.741,1.65,2.018,3.743,14.249
130,E00175184,172.262,99.709,103.583,111.631,120.849,199.18,2.239,1.296,1.346,1.451,1.571,2.589,0.264,0.252,0.287,0.296,0.279,0.258,10.492,21.34,12.352,12.829,13.83,14.973,24.676,303.792,175.841,182.673,196.866,213.123,351.263,1423.558,3.948,2.285,2.374,2.559,2.77,4.565,18.502
131,E00024020,60.764,29.982,27.681,33.753,34.814,65.267,0.505,0.249,0.23,0.281,0.29,0.543,0.059,0.048,0.049,0.057,0.051,0.054,2.098,24.071,11.868,10.963,13.394,13.823,25.882,107.16,52.875,48.817,59.525,61.396,115.101,444.873,0.891,0.44,0.406,0.495,0.511,0.958,3.701
132,E00023717,34.091,19.876,12.827,22.056,14.004,31.934,0.593,0.345,0.223,0.383,0.243,0.555,0.07,0.067,0.048,0.078,0.043,0.055,2.342,25.32,14.731,9.522,16.354,10.376,23.698,60.121,35.052,22.621,38.897,24.697,56.317,237.705,1.045,0.609,0.393,0.676,0.429,0.979,4.132
133,E00175207,196.139,111.492,99.478,114.546,130.322,231.683,1.461,0.83,0.741,0.853,0.971,1.726,0.172,0.161,0.158,0.174,0.172,0.172,6.582,22.197,12.61,11.258,12.96,14.752,26.223,345.9,196.621,175.434,202.007,229.829,408.583,1558.373,2.576,1.465,1.307,1.505,1.712,3.043,11.608
134,E00023741,69.73,47.087,41.901,42.2,50.926,85.699,0.884,0.597,0.531,0.535,0.646,1.087,0.104,0.116,0.113,0.109,0.115,0.108,4.28,20.654,13.949,12.407,12.5,15.093,25.397,122.972,83.04,73.894,74.422,89.81,151.134,595.272,1.559,1.053,0.937,0.944,1.139,1.916,7.547
135,E00023796,61.897,36.544,37.444,34.74,38.595,76.148,0.439,0.259,0.265,0.246,0.273,0.539,0.052,0.05,0.057,0.05,0.048,0.054,2.021,21.722,12.815,13.112,12.172,13.508,26.67,109.158,64.447,66.034,61.266,68.064,134.29,503.259,0.773,0.457,0.468,0.434,0.482,0.951,3.565
136,E00023588,60.771,38.369,27.248,34.542,29.174,66.376,0.49,0.31,0.22,0.279,0.235,0.536,0.058,0.06,0.047,0.057,0.042,0.053,2.07,23.671,14.976,10.628,13.478,11.353,25.894,107.172,67.665,48.053,60.916,51.45,117.057,452.314,0.865,0.546,0.388,0.492,0.415,0.945,3.65
137,E00023473,173.026,107.98,99.188,109.0,127.723,204.9,1.757,1.096,1.007,1.107,1.297,2.08,0.207,0.213,0.215,0.226,0.23,0.207,8.344,21.057,13.135,12.069,13.267,15.544,24.928,305.139,190.427,174.922,192.226,225.245,361.35,1449.311,3.098,1.933,1.776,1.952,2.287,3.669,14.714
138,E00023814,200.218,124.705,101.619,108.222,130.711,251.525,1.987,1.238,1.009,1.074,1.297,2.497,0.234,0.241,0.215,0.219,0.23,0.249,9.102,21.83,13.601,11.085,11.8,14.25,27.434,353.093,219.923,179.21,190.854,230.515,443.575,1617.17,3.505,2.183,1.779,1.894,2.288,4.403,16.051
139,E00023641,65.91,38.439,36.224,37.787,51.759,70.631,0.486,0.283,0.267,0.279,0.382,0.521,0.057,0.055,0.057,0.057,0.068,0.052,2.218,21.912,12.759,12.038,12.579,17.223,23.49,116.235,67.789,63.883,66.639,91.279,124.561,530.386,0.857,0.5,0.471,0.491,0.673,0.919,3.911
140,E00175240,173.428,104.782,103.782,103.409,122.617,220.441,2.287,1.382,1.369,1.364,1.617,2.908,0.269,0.269,0.292,0.278,0.287,0.29,10.927,20.93,12.648,12.529,12.483,14.798,26.613,305.848,184.788,183.024,182.366,216.24,388.757,1461.024,4.034,2.437,2.414,2.405,2.852,5.128,19.27
141,E00023587,51.754,39.239,25.417,35.217,26.127,68.509,0.437,0.332,0.215,0.298,0.221,0.579,0.051,0.065,0.046,0.061,0.039,0.058,2.082,20.989,15.946,10.327,14.313,10.615,27.81,91.27,69.2,44.824,62.107,46.076,120.819,434.296,0.771,0.585,0.379,0.525,0.389,1.021,3.671
142,E00023895,20.891,9.098,11.102,10.167,14.609,22.661,0.267,0.116,0.142,0.13,0.187,0.29,0.031,0.023,0.03,0.027,0.033,0.029,1.132,23.587,10.247,12.544,11.484,16.519,25.618,36.842,16.045,19.579,17.93,25.764,39.964,156.123,0.471,0.205,0.25,0.229,0.329,0.511,1.996
143,E00175203,37.75,21.489,16.877,18.062,17.644,38.447,0.586,0.334,0.262,0.28,0.274,0.597,0.069,0.065,0.056,0.057,0.049,0.059,2.333,25.118,14.316,11.23,12.002,11.745,25.589,66.574,37.897,29.763,31.853,31.116,67.803,265.006,1.034,0.588,0.462,0.495,0.483,1.053,4.114
144,E00023950,101.599,57.016,63.198,52.226,82.676,106.617,1.664,0.934,1.035,0.855,1.354,1.746,0.196,0.182,0.221,0.174,0.24,0.174,7.588,21.929,12.309,13.64,11.268,17.844,23.01,179.174,100.55,111.452,92.103,145.803,188.024,817.106,2.934,1.646,1.825,1.508,2.387,3.079,13.38
145,E00023779,47.564,26.192,22.197,33.379,29.402,53.542,0.367,0.202,0.171,0.257,0.227,0.413,0.043,0.039,0.037,0.052,0.04,0.041,1.637,22.419,12.34,10.446,15.699,13.867,25.229,83.881,46.191,39.145,58.865,51.852,94.424,374.358,0.647,0.356,0.302,0.454,0.4,0.728,2.887
146,E00023721,166.5,104.808,96.609,106.071,115.526,201.72,1.387,0.873,0.805,0.884,0.963,1.681,0.163,0.17,0.172,0.18,0.171,0.167,6.593,21.037,13.241,12.21,13.408,14.606,25.497,293.63,184.834,170.374,187.061,203.735,355.742,1395.376,2.447,1.54,1.42,1.559,1.698,2.964,11.627
147,E00024011,73.376,39.375,41.667,39.48,49.439,77.032,0.935,0.502,0.531,0.503,0.63,0.981,0.11,0.098,0.113,0.103,0.112,0.098,4.082,22.905,12.298,13.008,12.322,15.434,24.032,129.402,69.44,73.482,69.625,87.188,135.849,564.985,1.648,0.884,0.936,0.887,1.111,1.73,7.196
148,E00023643,96.848,49.091,53.445,47.345,71.658,113.134,0.726,0.368,0.401,0.355,0.537,0.848,0.085,0.072,0.086,0.072,0.095,0.084,3.235,22.442,11.376,12.396,10.974,16.6,26.213,170.796,86.574,94.253,83.495,126.372,199.517,761.006,1.28,0.649,0.706,0.626,0.947,1.496,5.704
