,OA,[total] - worker_count,[total] - student_count,[total] - tourist_count,[total] - shopper_count,[total] - leisurer_count,[total] - chorer_count,[total] - total_count,[per_effective_area_square_meter] - worker_count,[per_effective_area_square_meter] - student_count,[per_effective_area_square_meter] - tourist_count,[per_effective_area_square_meter] - shopper_count,[per_effective_area_square_meter] - leisurer_count,[per_effective_area_square_meter] - chorer_count,[per_effective_area_square_meter] - total_count,[%_of_borough_total] - [per_effective_area_square_meter] - worker,[%_of_borough_total] - [per_effective_area_square_meter] - student,[%_of_borough_total] - [per_effective_area_square_meter] - tourist,[%_of_borough_total] - [per_effective_area_square_meter] - shopper,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[%_of_borough_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_borough_total] - [per_effective_area_square_meter] - chorer
0,E00023722,112.172,29.696,38.08,9.428,50.342,13.85,253.568,3.041,0.805,1.032,0.256,1.365,0.375,6.875,0.09,0.131,0.127,0.036,0.166,0.089,0.09,0.131,0.127,0.036,0.166,0.089
1,E00023889,480.123,100.254,79.745,143.011,108.676,64.251,976.061,4.699,0.981,0.78,1.4,1.064,0.629,9.553,0.14,0.159,0.096,0.195,0.129,0.149,0.14,0.159,0.096,0.195,0.129,0.149
2,E00023808,183.351,35.185,22.83,41.086,28.605,29.523,340.58,1.838,0.353,0.229,0.412,0.287,0.296,3.415,0.055,0.058,0.028,0.057,0.035,0.07,0.055,0.058,0.028,0.057,0.035,0.07
3,E00024069,187.062,17.033,58.509,38.101,70.869,21.233,392.807,3.602,0.328,1.127,0.734,1.365,0.409,7.563,0.107,0.053,0.138,0.102,0.166,0.096,0.107,0.053,0.138,0.102,0.166,0.096
4,E00024056,370.355,77.498,132.563,41.648,123.339,70.958,816.361,3.285,0.687,1.176,0.369,1.094,0.629,7.241,0.098,0.112,0.144,0.051,0.133,0.149,0.098,0.112,0.144,0.051,0.133,0.149
5,E00023555,122.335,45.137,22.017,17.137,31.4,17.354,255.381,1.113,0.411,0.2,0.156,0.286,0.158,2.324,0.033,0.067,0.025,0.022,0.035,0.037,0.033,0.067,0.025,0.022,0.035,0.037
6,E00023887,771.548,119.206,162.162,186.379,183.962,98.063,1521.321,5.401,0.835,1.135,1.305,1.288,0.687,10.65,0.161,0.136,0.14,0.182,0.156,0.162,0.161,0.136,0.14,0.182,0.156,0.162
7,E00024042,443.813,74.473,95.172,84.695,100.809,75.025,873.987,4.101,0.688,0.879,0.783,0.931,0.693,8.075,0.122,0.112,0.108,0.109,0.113,0.164,0.122,0.112,0.108,0.109,0.113,0.164
8,E00023706,270.64,34.242,46.487,30.166,58.065,35.708,475.308,1.999,0.253,0.343,0.223,0.429,0.264,3.512,0.059,0.041,0.042,0.031,0.052,0.062,0.059,0.041,0.042,0.031,0.052,0.062
9,E00023787,215.86,81.115,49.592,57.689,72.422,40.002,516.679,1.74,0.654,0.4,0.465,0.584,0.323,4.166,0.052,0.106,0.049,0.065,0.071,0.076,0.052,0.106,0.049,0.065,0.071,0.076
10,E00024051,863.432,133.093,246.753,161.809,223.202,105.986,1734.275,6.733,1.038,1.924,1.262,1.741,0.826,13.524,0.2,0.169,0.236,0.176,0.211,0.195,0.2,0.169,0.236,0.176,0.211,0.195
11,E00023714,747.258,129.467,189.018,219.651,261.643,102.999,1650.036,4.038,0.7,1.021,1.187,1.414,0.557,8.917,0.12,0.114,0.125,0.166,0.172,0.132,0.12,0.114,0.125,0.166,0.172,0.132
12,E00023466,419.451,48.441,107.535,140.548,111.67,65.981,893.627,3.472,0.401,0.89,1.163,0.924,0.546,7.397,0.103,0.065,0.109,0.162,0.112,0.129,0.103,0.065,0.109,0.162,0.112,0.129
13,E00175213,1461.795,147.324,322.615,143.826,345.221,140.972,2561.752,8.989,0.906,1.984,0.884,2.123,0.867,15.753,0.267,0.147,0.244,0.123,0.258,0.205,0.267,0.147,0.244,0.123,0.258,0.205
14,E00023564,220.316,41.093,34.333,54.135,41.556,40.362,431.795,2.203,0.411,0.343,0.541,0.416,0.404,4.319,0.065,0.067,0.042,0.076,0.05,0.095,0.065,0.067,0.042,0.076,0.05,0.095
15,E00023830,1233.018,128.398,167.414,174.176,201.405,110.936,2015.347,11.207,1.167,1.522,1.583,1.831,1.008,18.318,0.333,0.19,0.187,0.221,0.222,0.238,0.333,0.19,0.187,0.221,0.222,0.238
16,E00023586,370.746,64.601,94.806,118.895,114.903,59.202,823.154,2.758,0.481,0.705,0.884,0.855,0.44,6.123,0.082,0.078,0.087,0.123,0.104,0.104,0.082,0.078,0.087,0.123,0.104,0.104
17,E00023507,717.671,186.792,191.564,155.737,202.927,116.249,1570.941,7.619,1.983,2.034,1.653,2.154,1.234,16.677,0.226,0.323,0.25,0.231,0.262,0.292,0.226,0.323,0.25,0.231,0.262,0.292
18,E00024104,164.514,39.289,65.693,34.101,59.324,23.254,386.174,1.31,0.313,0.523,0.271,0.472,0.185,3.074,0.039,0.051,0.064,0.038,0.057,0.044,0.039,0.051,0.064,0.038,0.057,0.044
19,E00024094,165.978,123.443,32.798,23.354,37.605,32.647,415.825,1.822,1.355,0.36,0.256,0.413,0.358,4.564,0.054,0.22,0.044,0.036,0.05,0.085,0.054,0.22,0.044,0.036,0.05,0.085
20,E00023936,4636.298,488.087,2030.324,710.238,1254.042,343.943,9462.932,8.025,0.845,3.514,1.229,2.171,0.595,16.379,0.239,0.138,0.432,0.172,0.264,0.141,0.239,0.138,0.432,0.172,0.264,0.141
21,E00175182,833.612,71.334,193.72,142.304,210.237,85.291,1536.497,3.458,0.296,0.804,0.59,0.872,0.354,6.374,0.103,0.048,0.099,0.082,0.106,0.084,0.103,0.048,0.099,0.082,0.106,0.084
22,E00023840,1576.774,195.245,315.952,381.878,309.592,141.522,2920.962,10.836,1.342,2.171,2.624,2.128,0.973,20.073,0.322,0.218,0.267,0.366,0.259,0.23,0.322,0.218,0.267,0.366,0.259,0.23
23,E00175255,168.524,40.692,27.289,19.202,30.161,21.904,307.773,1.927,0.465,0.312,0.22,0.345,0.251,3.52,0.057,0.076,0.038,0.031,0.042,0.059,0.057,0.076,0.038,0.031,0.042,0.059
24,E00175277,107.983,29.115,33.182,30.215,35.804,10.205,246.504,1.152,0.311,0.354,0.322,0.382,0.109,2.631,0.034,0.051,0.043,0.045,0.046,0.026,0.034,0.051,0.043,0.045,0.046,0.026
25,E00023767,188.744,19.527,28.184,35.851,40.359,25.901,338.567,2.216,0.229,0.331,0.421,0.474,0.304,3.974,0.066,0.037,0.041,0.059,0.057,0.072,0.066,0.037,0.041,0.059,0.057,0.072
26,E00023908,76.642,9.389,7.086,12.526,7.891,16.685,130.218,1.249,0.153,0.116,0.204,0.129,0.272,2.123,0.037,0.025,0.014,0.029,0.016,0.064,0.037,0.025,0.014,0.029,0.016,0.064
27,E00023475,351.253,66.466,105.226,199.593,102.847,54.114,879.5,3.448,0.652,1.033,1.959,1.01,0.531,8.634,0.102,0.106,0.127,0.273,0.123,0.125,0.102,0.106,0.127,0.273,0.123,0.125
28,E00023634,292.102,42.396,117.754,88.348,109.055,46.628,696.285,1.676,0.243,0.676,0.507,0.626,0.268,3.995,0.05,0.039,0.083,0.071,0.076,0.063,0.05,0.039,0.083,0.071,0.076,0.063
29,E00023727,653.463,119.768,204.437,145.995,254.729,94.328,1472.719,4.686,0.859,1.466,1.047,1.827,0.676,10.561,0.139,0.14,0.18,0.146,0.222,0.16,0.139,0.14,0.18,0.146,0.222,0.16
30,E00024066,230.965,26.367,83.129,54.955,95.505,33.348,524.268,4.16,0.475,1.497,0.99,1.72,0.601,9.444,0.124,0.077,0.184,0.138,0.209,0.142,0.124,0.077,0.184,0.138,0.209,0.142
31,E00023991,243.571,39.078,101.342,62.02,116.644,28.442,591.098,3.255,0.522,1.354,0.829,1.559,0.38,7.9,0.097,0.085,0.166,0.116,0.189,0.09,0.097,0.085,0.166,0.116,0.189,0.09
32,E00023910,116.364,34.302,27.25,11.855,22.784,26.058,238.613,0.967,0.285,0.226,0.099,0.189,0.217,1.983,0.029,0.046,0.028,0.014,0.023,0.051,0.029,0.046,0.028,0.014,0.023,0.051
33,E00175215,841.815,145.142,266.35,128.671,339.605,107.575,1829.158,6.028,1.039,1.907,0.921,2.432,0.77,13.097,0.179,0.169,0.234,0.128,0.296,0.182,0.179,0.169,0.234,0.128,0.296,0.182
34,E00023800,305.166,50.707,53.269,73.771,60.979,46.256,590.148,2.311,0.384,0.403,0.559,0.462,0.35,4.468,0.069,0.063,0.05,0.078,0.056,0.083,0.069,0.063,0.05,0.078,0.056,0.083
35,E00023920,910.363,179.677,266.271,156.654,197.518,98.548,1809.032,6.356,1.255,1.859,1.094,1.379,0.688,12.631,0.189,0.204,0.228,0.153,0.167,0.163,0.189,0.204,0.228,0.153,0.167,0.163
36,E00023831,1139.499,188.331,246.64,301.016,264.087,104.297,2243.87,9.908,1.638,2.145,2.617,2.296,0.907,19.511,0.294,0.266,0.264,0.365,0.279,0.214,0.294,0.266,0.264,0.365,0.279,0.214
37,E00023485,225.17,22.48,27.918,24.927,27.184,24.671,352.35,4.329,0.432,0.537,0.479,0.523,0.474,6.773,0.129,0.07,0.066,0.067,0.064,0.112,0.129,0.07,0.066,0.067,0.064,0.112
38,E00024021,139.301,28.963,21.611,6.944,13.575,18.128,228.522,1.71,0.356,0.265,0.085,0.167,0.223,2.805,0.051,0.058,0.033,0.012,0.02,0.052,0.051,0.058,0.033,0.012,0.02,0.052
39,E00023738,226.21,97.209,84.61,17.39,88.017,40.777,554.213,2.226,0.957,0.833,0.171,0.866,0.401,5.455,0.066,0.156,0.102,0.024,0.105,0.095,0.066,0.156,0.102,0.024,0.105,0.095
40,E00023912,146.565,67.5,46.456,16.451,30.345,32.524,339.841,1.333,0.614,0.422,0.15,0.276,0.296,3.09,0.04,0.1,0.052,0.021,0.034,0.07,0.04,0.1,0.052,0.021,0.034,0.07
41,E00023423,128.241,51.465,21.64,33.57,22.644,28.352,285.911,1.307,0.525,0.221,0.342,0.231,0.289,2.914,0.039,0.085,0.027,0.048,0.028,0.068,0.039,0.085,0.027,0.048,0.028,0.068
42,E00023488,893.61,137.166,149.568,120.302,178.198,95.31,1574.154,6.539,1.004,1.095,0.88,1.304,0.697,11.519,0.194,0.163,0.134,0.123,0.159,0.165,0.194,0.163,0.134,0.123,0.159,0.165
43,E00023500,1309.533,217.974,244.717,154.335,293.088,211.207,2430.853,9.852,1.64,1.841,1.161,2.205,1.589,18.288,0.293,0.267,0.226,0.162,0.268,0.375,0.293,0.267,0.226,0.162,0.268,0.375
44,E00175275,276.251,32.734,71.605,71.539,59.32,30.191,541.641,1.964,0.233,0.509,0.509,0.422,0.215,3.85,0.058,0.038,0.063,0.071,0.051,0.051,0.058,0.038,0.063,0.071,0.051,0.051
45,E00023503,937.992,127.926,211.542,132.753,263.018,98.15,1771.382,7.059,0.963,1.592,0.999,1.979,0.739,13.33,0.21,0.157,0.196,0.139,0.241,0.174,0.21,0.157,0.196,0.139,0.241,0.174
46,E00175243,157.284,110.803,55.436,26.591,49.161,28.253,427.528,1.486,1.047,0.524,0.251,0.464,0.267,4.039,0.044,0.17,0.064,0.035,0.056,0.063,0.044,0.17,0.064,0.035,0.056,0.063
47,E00175246,170.649,38.121,48.535,43.672,48.036,35.556,384.568,1.295,0.289,0.368,0.331,0.365,0.27,2.919,0.038,0.047,0.045,0.046,0.044,0.064,0.038,0.047,0.045,0.046,0.044,0.064
48,E00024095,248.678,77.266,59.25,53.641,64.803,55.397,559.034,2.395,0.744,0.571,0.517,0.624,0.534,5.384,0.071,0.121,0.07,0.072,0.076,0.126,0.071,0.121,0.07,0.072,0.076,0.126
49,E00023756,394.633,70.357,74.507,119.03,90.343,78.282,827.152,2.877,0.513,0.543,0.868,0.659,0.571,6.031,0.086,0.083,0.067,0.121,0.08,0.135,0.086,0.083,0.067,0.121,0.08,0.135
50,E00024014,539.434,49.605,121.967,85.071,140.137,61.525,997.739,6.487,0.597,1.467,1.023,1.685,0.74,11.999,0.193,0.097,0.18,0.143,0.205,0.175,0.193,0.097,0.18,0.143,0.205,0.175
51,E00023620,879.868,131.271,321.631,195.371,373.346,95.317,1996.803,5.809,0.867,2.123,1.29,2.465,0.629,13.183,0.173,0.141,0.261,0.18,0.299,0.149,0.173,0.141,0.261,0.18,0.299,0.149
52,E00023520,768.583,124.84,219.547,135.793,187.766,86.225,1522.755,8.671,1.408,2.477,1.532,2.118,0.973,17.18,0.258,0.229,0.304,0.214,0.257,0.23,0.258,0.229,0.304,0.214,0.257,0.23
53,E00024125,925.389,151.349,231.204,166.116,169.358,92.721,1736.137,10.234,1.674,2.557,1.837,1.873,1.025,19.201,0.304,0.272,0.314,0.256,0.228,0.242,0.304,0.272,0.314,0.256,0.228,0.242
54,E00024063,396.285,76.468,144.505,43.18,130.934,84.891,876.264,3.75,0.724,1.368,0.409,1.239,0.803,8.293,0.111,0.118,0.168,0.057,0.151,0.19,0.111,0.118,0.168,0.057,0.151,0.19
55,E00024105,389.081,29.52,110.721,57.493,114.008,40.4,741.222,1.998,0.152,0.569,0.295,0.586,0.207,3.807,0.059,0.025,0.07,0.041,0.071,0.049,0.059,0.025,0.07,0.041,0.071,0.049
56,E00023932,2189.855,367.711,762.428,810.057,692.679,178.826,5001.556,8.9,1.495,3.099,3.292,2.815,0.727,20.328,0.265,0.243,0.381,0.459,0.342,0.172,0.265,0.243,0.381,0.459,0.342,0.172
57,E00024075,91.235,9.583,29.26,22.377,32.266,10.157,194.879,0.625,0.066,0.201,0.153,0.221,0.07,1.336,0.019,0.011,0.025,0.021,0.027,0.017,0.019,0.011,0.025,0.021,0.027,0.017
58,E00175198,801.249,109.809,287.202,184.9,359.562,102.948,1845.67,5.972,0.818,2.141,1.378,2.68,0.767,13.757,0.178,0.133,0.263,0.192,0.326,0.181,0.178,0.133,0.263,0.192,0.326,0.181
59,E00023728,399.158,108.48,140.468,81.371,160.003,59.754,949.234,3.433,0.933,1.208,0.7,1.376,0.514,8.165,0.102,0.152,0.148,0.098,0.167,0.121,0.102,0.152,0.148,0.098,0.167,0.121
60,E00024114,2543.651,269.849,589.139,856.59,416.445,192.314,4867.989,13.285,1.409,3.077,4.474,2.175,1.004,25.424,0.395,0.229,0.378,0.624,0.264,0.237,0.395,0.229,0.378,0.624,0.264,0.237
61,E00023873,207.354,44.963,28.21,58.437,31.551,33.546,404.061,1.281,0.278,0.174,0.361,0.195,0.207,2.496,0.038,0.045,0.021,0.05,0.024,0.049,0.038,0.045,0.021,0.05,0.024,0.049
62,E00024059,688.215,100.494,198.678,124.844,210.418,87.014,1409.662,4.78,0.698,1.38,0.867,1.461,0.604,9.791,0.142,0.114,0.17,0.121,0.178,0.143,0.142,0.114,0.17,0.121,0.178,0.143
63,E00024115,3238.769,282.797,875.222,667.567,515.544,244.317,5824.217,15.234,1.33,4.117,3.14,2.425,1.149,27.396,0.453,0.216,0.506,0.438,0.295,0.272,0.453,0.216,0.506,0.438,0.295,0.272
64,E00024030,671.928,158.116,208.731,105.756,168.031,69.482,1382.043,1.996,0.47,0.62,0.314,0.499,0.206,4.105,0.059,0.076,0.076,0.044,0.061,0.049,0.059,0.076,0.076,0.044,0.061,0.049
65,E00023567,536.79,133.503,169.035,261.93,106.125,74.357,1281.739,3.701,0.921,1.165,1.806,0.732,0.513,8.838,0.11,0.15,0.143,0.252,0.089,0.121,0.11,0.15,0.143,0.252,0.089,0.121
66,E00023622,453.46,63.766,192.912,63.662,228.751,68.739,1071.29,2.533,0.356,1.077,0.356,1.278,0.384,5.983,0.075,0.058,0.132,0.05,0.155,0.091,0.075,0.058,0.132,0.05,0.155,0.091
67,E00023632,771.234,139.651,201.096,186.856,207.329,125.711,1631.877,5.499,0.996,1.434,1.332,1.478,0.896,11.636,0.163,0.162,0.176,0.186,0.18,0.212,0.163,0.162,0.176,0.186,0.18,0.212
68,E00023858,180.041,118.869,18.323,33.868,20.929,41.997,414.027,1.703,1.124,0.173,0.32,0.198,0.397,3.917,0.051,0.183,0.021,0.045,0.024,0.094,0.051,0.183,0.021,0.045,0.024,0.094
69,E00023765,170.702,38.779,34.118,39.148,38.868,27.129,348.743,1.551,0.352,0.31,0.356,0.353,0.247,3.169,0.046,0.057,0.038,0.05,0.043,0.058,0.046,0.057,0.038,0.05,0.043,0.058
70,E00023979,176.835,94.217,30.367,30.405,47.074,28.22,407.118,3.0,1.598,0.515,0.516,0.799,0.479,6.907,0.089,0.26,0.063,0.072,0.097,0.113,0.089,0.26,0.063,0.072,0.097,0.113
71,E00175230,162.019,27.558,24.236,34.376,20.663,22.658,291.508,2.309,0.393,0.345,0.49,0.295,0.323,4.155,0.069,0.064,0.042,0.068,0.036,0.076,0.069,0.064,0.042,0.068,0.036,0.076
72,E00023591,221.086,94.302,30.234,52.35,34.403,43.599,475.974,1.779,0.759,0.243,0.421,0.277,0.351,3.83,0.053,0.123,0.03,0.059,0.034,0.083,0.053,0.123,0.03,0.059,0.034,0.083
73,E00023510,1457.522,188.015,324.951,272.051,330.213,138.618,2711.371,7.258,0.936,1.618,1.355,1.644,0.69,13.502,0.216,0.152,0.199,0.189,0.2,0.163,0.216,0.152,0.199,0.189,0.2,0.163
74,E00023581,336.852,120.446,106.287,135.031,59.378,59.327,817.321,2.344,0.838,0.74,0.94,0.413,0.413,5.688,0.07,0.136,0.091,0.131,0.05,0.098,0.07,0.136,0.091,0.131,0.05,0.098
75,E00023441,310.727,84.398,86.529,64.504,84.027,48.652,678.838,1.489,0.404,0.415,0.309,0.403,0.233,3.253,0.044,0.066,0.051,0.043,0.049,0.055,0.044,0.066,0.051,0.043,0.049,0.055
76,E00024071,322.357,59.879,66.473,24.065,66.751,74.78,614.305,4.045,0.751,0.834,0.302,0.838,0.938,7.709,0.12,0.122,0.102,0.042,0.102,0.222,0.12,0.122,0.102,0.042,0.102,0.222
77,E00023867,318.854,125.402,65.887,106.41,55.815,38.71,711.079,2.75,1.082,0.568,0.918,0.481,0.334,6.133,0.082,0.176,0.07,0.128,0.059,0.079,0.082,0.176,0.07,0.128,0.059,0.079
78,E00024061,471.361,90.078,135.37,79.013,129.751,87.739,993.311,4.403,0.841,1.264,0.738,1.212,0.82,9.278,0.131,0.137,0.155,0.103,0.147,0.194,0.131,0.137,0.155,0.103,0.147,0.194
79,E00024140,2607.14,241.539,523.593,677.796,403.228,210.005,4663.301,11.405,1.057,2.29,2.965,1.764,0.919,20.399,0.339,0.172,0.281,0.414,0.214,0.217,0.339,0.172,0.281,0.414,0.214,0.217
80,E00023726,244.546,77.831,106.237,32.934,119.18,35.804,616.532,2.915,0.928,1.266,0.393,1.42,0.427,7.348,0.087,0.151,0.155,0.055,0.173,0.101,0.087,0.151,0.155,0.055,0.173,0.101
81,E00023879,140.094,37.978,28.058,48.049,21.985,21.652,297.815,1.072,0.291,0.215,0.368,0.168,0.166,2.279,0.032,0.047,0.026,0.051,0.02,0.039,0.032,0.047,0.026,0.051,0.02,0.039
82,E00023529,1213.37,168.259,145.453,157.78,185.59,122.801,1993.253,11.213,1.555,1.344,1.458,1.715,1.135,18.42,0.333,0.253,0.165,0.203,0.208,0.268,0.333,0.253,0.165,0.203,0.208,0.268
83,E00023443,140.473,46.044,13.746,35.378,15.011,21.32,271.972,1.144,0.375,0.112,0.288,0.122,0.174,2.214,0.034,0.061,0.014,0.04,0.015,0.041,0.034,0.061,0.014,0.04,0.015,0.041
84,E00023458,378.468,76.321,72.014,73.474,92.823,75.723,768.823,3.576,0.721,0.68,0.694,0.877,0.716,7.265,0.106,0.117,0.083,0.097,0.107,0.169,0.106,0.117,0.083,0.097,0.107,0.169
85,E00024138,1831.421,229.296,1080.824,487.728,1064.25,158.975,4852.494,11.923,1.493,7.036,3.175,6.929,1.035,31.591,0.354,0.243,0.864,0.443,0.842,0.245,0.354,0.243,0.864,0.443,0.842,0.245
86,E00023922,323.525,75.086,805.36,41.182,954.394,41.694,2241.241,0.529,0.123,1.317,0.067,1.561,0.068,3.665,0.016,0.02,0.162,0.009,0.19,0.016,0.016,0.02,0.162,0.009,0.19,0.016
87,E00023541,174.955,27.684,30.963,39.629,21.64,21.141,316.012,2.204,0.349,0.39,0.499,0.273,0.266,3.981,0.065,0.057,0.048,0.07,0.033,0.063,0.065,0.057,0.048,0.07,0.033,0.063
88,E00024126,810.906,204.442,211.863,173.867,172.903,82.874,1656.856,10.332,2.605,2.699,2.215,2.203,1.056,21.11,0.307,0.424,0.331,0.309,0.268,0.249,0.307,0.424,0.331,0.309,0.268,0.249
89,E00023993,299.952,50.427,92.944,59.474,98.239,42.026,643.062,2.982,0.501,0.924,0.591,0.977,0.418,6.393,0.089,0.082,0.113,0.082,0.119,0.099,0.089,0.082,0.113,0.082,0.119,0.099
90,E00023460,157.088,92.739,49.071,45.971,36.277,29.115,410.261,2.134,1.26,0.667,0.624,0.493,0.396,5.573,0.063,0.205,0.082,0.087,0.06,0.094,0.063,0.205,0.082,0.087,0.06,0.094
91,E00023806,433.137,88.979,55.272,66.389,73.168,62.827,779.772,1.489,0.306,0.19,0.228,0.251,0.216,2.68,0.044,0.05,0.023,0.032,0.031,0.051,0.044,0.05,0.023,0.032,0.031,0.051
92,E00023438,206.736,92.644,24.034,22.295,26.676,32.712,405.098,0.939,0.421,0.109,0.101,0.121,0.149,1.84,0.028,0.068,0.013,0.014,0.015,0.035,0.028,0.068,0.013,0.014,0.015,0.035
93,E00023795,240.621,29.858,39.623,56.876,42.864,34.719,444.562,1.92,0.238,0.316,0.454,0.342,0.277,3.548,0.057,0.039,0.039,0.063,0.042,0.065,0.057,0.039,0.039,0.063,0.042,0.065
94,E00023861,455.412,141.88,92.02,134.857,84.039,73.698,981.907,2.249,0.701,0.454,0.666,0.415,0.364,4.85,0.067,0.114,0.056,0.093,0.05,0.086,0.067,0.114,0.056,0.093,0.05,0.086
95,E00023570,565.146,119.388,140.765,170.283,115.95,60.652,1172.185,4.836,1.022,1.205,1.457,0.992,0.519,10.031,0.144,0.166,0.148,0.203,0.121,0.123,0.144,0.166,0.148,0.203,0.121,0.123
96,E00024013,644.725,62.765,117.54,111.826,143.395,71.783,1152.035,8.342,0.812,1.521,1.447,1.855,0.929,14.905,0.248,0.132,0.187,0.202,0.225,0.22,0.248,0.132,0.187,0.202,0.225,0.22
97,E00024092,529.134,75.066,146.294,156.628,165.125,67.879,1140.125,3.334,0.473,0.922,0.987,1.04,0.428,7.184,0.099,0.077,0.113,0.138,0.126,0.101,0.099,0.077,0.113,0.138,0.126,0.101
98,E00175235,198.867,42.417,39.952,71.768,38.307,33.049,424.36,1.434,0.306,0.288,0.517,0.276,0.238,3.06,0.043,0.05,0.035,0.072,0.034,0.056,0.043,0.05,0.035,0.072,0.034,0.056
99,E00023845,2570.474,349.853,516.498,910.178,488.054,194.136,5029.194,9.82,1.336,1.973,3.477,1.864,0.742,19.212,0.292,0.218,0.242,0.485,0.227,0.175,0.292,0.218,0.242,0.485,0.227,0.175
100,E00023864,324.826,111.47,57.535,102.251,69.481,52.678,718.242,2.247,0.771,0.398,0.707,0.481,0.364,4.968,0.067,0.125,0.049,0.099,0.058,0.086,0.067,0.125,0.049,0.099,0.058,0.086
101,E00023989,273.381,39.848,91.18,55.426,89.597,39.31,588.742,2.841,0.414,0.948,0.576,0.931,0.409,6.118,0.084,0.067,0.116,0.08,0.113,0.096,0.084,0.067,0.116,0.08,0.113,0.096
102,E00023536,174.37,44.253,46.576,63.373,39.161,31.067,398.801,1.643,0.417,0.439,0.597,0.369,0.293,3.757,0.049,0.068,0.054,0.083,0.045,0.069,0.049,0.068,0.054,0.083,0.045,0.069
103,E00023664,754.628,170.509,141.657,193.378,201.115,114.678,1575.964,4.357,0.984,0.818,1.116,1.161,0.662,9.099,0.129,0.16,0.1,0.156,0.141,0.157,0.129,0.16,0.1,0.156,0.141,0.157
104,E00023433,122.98,81.622,16.137,6.287,15.602,17.225,259.853,0.681,0.452,0.089,0.035,0.086,0.095,1.44,0.02,0.074,0.011,0.005,0.011,0.023,0.02,0.074,0.011,0.005,0.011,0.023
105,E00175181,728.288,75.865,131.781,97.556,140.598,78.743,1252.831,3.129,0.326,0.566,0.419,0.604,0.338,5.382,0.093,0.053,0.069,0.058,0.073,0.08,0.093,0.053,0.069,0.058,0.073,0.08
106,E00024113,5116.533,356.982,1592.159,933.442,890.392,376.401,9265.909,12.724,0.888,3.96,2.321,2.214,0.936,23.044,0.378,0.144,0.486,0.324,0.269,0.221,0.378,0.144,0.486,0.324,0.269,0.221
107,E00023672,230.461,38.014,83.262,23.792,46.099,62.799,484.427,1.35,0.223,0.488,0.139,0.27,0.368,2.838,0.04,0.036,0.06,0.02,0.033,0.087,0.04,0.036,0.06,0.02,0.033,0.087
108,E00023759,302.056,42.683,100.251,75.764,100.792,42.418,663.965,1.404,0.198,0.466,0.352,0.469,0.197,3.086,0.042,0.032,0.057,0.049,0.057,0.046,0.042,0.032,0.057,0.049,0.057,0.046
109,E00023881,515.359,114.328,89.756,153.812,105.443,66.471,1045.169,4.006,0.889,0.698,1.195,0.82,0.517,8.124,0.119,0.144,0.086,0.167,0.1,0.122,0.119,0.144,0.086,0.167,0.1,0.122
110,E00024096,389.188,59.028,134.779,98.111,136.376,51.911,869.393,2.214,0.336,0.767,0.558,0.776,0.295,4.947,0.066,0.055,0.094,0.078,0.094,0.07,0.066,0.055,0.094,0.078,0.094,0.07
111,E00024017,191.228,34.81,42.487,45.228,36.547,21.096,371.395,3.37,0.613,0.749,0.797,0.644,0.372,6.545,0.1,0.1,0.092,0.111,0.078,0.088,0.1,0.1,0.092,0.111,0.078,0.088
112,E00023694,273.33,101.002,105.224,45.245,124.707,40.922,690.431,2.89,1.068,1.113,0.478,1.319,0.433,7.3,0.086,0.174,0.137,0.067,0.16,0.102,0.086,0.174,0.137,0.067,0.16,0.102
113,E00023884,540.775,120.797,159.165,71.223,105.928,56.635,1054.523,3.51,0.784,1.033,0.462,0.687,0.368,6.844,0.104,0.128,0.127,0.065,0.084,0.087,0.104,0.128,0.127,0.065,0.084,0.087
114,E00023805,338.089,39.552,47.839,76.106,59.395,48.137,609.118,1.912,0.224,0.271,0.43,0.336,0.272,3.445,0.057,0.036,0.033,0.06,0.041,0.064,0.057,0.036,0.033,0.06,0.041,0.064
115,E00023615,170.107,100.999,39.991,62.487,51.505,31.979,457.069,1.372,0.815,0.323,0.504,0.416,0.258,3.688,0.041,0.133,0.04,0.07,0.05,0.061,0.041,0.133,0.04,0.07,0.05,0.061
116,E00024008,517.735,156.666,104.748,65.488,101.139,77.404,1023.179,4.18,1.265,0.846,0.529,0.817,0.625,8.26,0.124,0.206,0.104,0.074,0.099,0.148,0.124,0.206,0.104,0.074,0.099,0.148
117,E00024089,505.885,122.809,124.065,115.551,128.072,95.499,1091.881,4.239,1.029,1.04,0.968,1.073,0.8,9.15,0.126,0.168,0.128,0.135,0.13,0.189,0.126,0.168,0.128,0.135,0.13,0.189
118,E00023625,614.017,95.858,188.664,153.221,212.733,94.975,1359.468,3.54,0.553,1.088,0.883,1.226,0.548,7.837,0.105,0.09,0.134,0.123,0.149,0.13,0.105,0.09,0.134,0.123,0.149,0.13
119,E00023502,1347.939,222.042,269.212,212.454,318.741,187.441,2557.83,8.513,1.402,1.7,1.342,2.013,1.184,16.155,0.253,0.228,0.209,0.187,0.245,0.28,0.253,0.228,0.209,0.187,0.245,0.28
