,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
256,E00023663,113.215,94.496,97.517,134.035,97.295,136.423,0.943,0.787,0.812,1.116,0.81,1.136,0.094,0.09,0.094,0.122,0.092,0.108,5.604,16.827,14.044,14.49,19.914,14.454,20.271,136.988,114.339,117.994,162.18,117.725,165.069,814.295,1.141,0.952,0.982,1.35,0.98,1.374,6.78
257,E00023572,475.815,402.695,436.605,556.35,404.757,587.143,2.696,2.281,2.474,3.152,2.293,3.326,0.268,0.262,0.285,0.345,0.259,0.317,16.222,16.619,14.061,15.251,19.43,14.135,20.503,575.728,487.254,528.284,673.174,489.749,710.433,3464.622,3.262,2.76,2.993,3.814,2.775,4.025,19.628
258,E00024129,1412.863,1099.563,997.376,1281.279,970.167,1346.129,4.014,3.124,2.834,3.64,2.756,3.824,0.399,0.359,0.327,0.399,0.312,0.365,20.192,19.879,15.471,14.035,18.027,13.649,18.938,1709.54,1330.452,1206.808,1550.325,1173.885,1628.793,8599.802,4.857,3.78,3.429,4.405,3.335,4.627,24.432
259,E00023479,134.188,132.705,138.275,136.901,144.953,160.614,1.206,1.193,1.243,1.231,1.303,1.444,0.12,0.137,0.143,0.135,0.147,0.138,7.62,15.827,15.656,16.312,16.155,17.1,18.95,162.365,160.571,167.31,165.648,175.391,194.34,1025.625,1.459,1.443,1.504,1.489,1.576,1.747,9.219
260,E00023815,250.422,203.331,192.014,191.171,209.557,233.811,2.76,2.241,2.116,2.107,2.309,2.577,0.274,0.258,0.244,0.231,0.261,0.246,14.11,19.561,15.882,14.996,14.933,16.364,18.264,303.006,246.027,232.334,231.314,253.56,282.907,1549.148,3.339,2.711,2.561,2.549,2.794,3.118,17.073
261,E00023611,137.338,118.854,135.155,147.749,155.382,187.34,1.586,1.372,1.561,1.706,1.794,2.163,0.158,0.158,0.18,0.187,0.203,0.206,10.182,15.577,13.475,15.331,16.755,17.619,21.243,166.177,143.811,163.535,178.774,188.01,226.678,1066.984,1.919,1.661,1.888,2.064,2.171,2.618,12.321
262,E00023690,57.962,47.292,55.598,46.628,46.942,62.879,0.481,0.392,0.461,0.387,0.389,0.521,0.048,0.045,0.053,0.042,0.044,0.05,2.631,18.282,14.899,17.522,14.709,14.785,19.802,70.133,57.222,67.273,56.419,56.799,76.082,383.929,0.581,0.474,0.558,0.468,0.471,0.631,3.183
263,E00023894,83.843,86.8,77.89,96.275,69.222,97.688,0.799,0.827,0.742,0.917,0.66,0.931,0.079,0.095,0.086,0.1,0.075,0.089,4.876,16.386,16.961,15.217,18.806,13.536,19.094,101.449,105.026,94.246,116.491,83.757,118.201,619.17,0.967,1.001,0.898,1.11,0.798,1.126,5.9
264,E00023921,228.055,199.144,231.198,193.898,209.008,216.591,2.676,2.336,2.712,2.275,2.452,2.541,0.266,0.269,0.313,0.249,0.277,0.242,14.992,17.85,15.582,18.09,15.175,16.355,16.949,275.943,240.961,279.746,234.613,252.896,262.071,1546.229,3.237,2.827,3.282,2.752,2.967,3.075,18.14
265,E00024090,43.32,70.052,34.067,30.267,34.463,45.852,0.418,0.676,0.329,0.292,0.333,0.443,0.042,0.078,0.038,0.032,0.038,0.042,2.491,16.78,27.138,13.208,11.722,13.368,17.784,52.416,84.762,41.22,36.623,41.7,55.48,312.201,0.506,0.818,0.398,0.353,0.402,0.535,3.013
266,E00024093,77.495,75.395,65.58,65.028,65.764,91.924,0.788,0.767,0.667,0.661,0.669,0.935,0.078,0.088,0.077,0.072,0.076,0.089,4.487,17.562,17.094,14.865,14.731,14.91,20.838,93.768,91.227,79.351,78.683,79.573,111.226,533.827,0.954,0.928,0.807,0.8,0.809,1.131,5.429
267,E00023493,241.442,153.701,183.84,167.045,171.546,233.808,2.85,1.814,2.17,1.972,2.025,2.76,0.283,0.209,0.25,0.216,0.229,0.263,13.591,20.97,13.347,15.966,14.51,14.9,20.308,292.141,185.976,222.443,202.122,207.568,282.904,1393.152,3.448,2.195,2.625,2.386,2.45,3.339,16.443
268,E00024001,166.099,133.655,140.993,122.563,146.182,181.479,0.826,0.665,0.701,0.609,0.727,0.902,0.082,0.076,0.081,0.067,0.082,0.086,4.43,18.646,15.011,15.824,13.747,16.411,20.361,200.977,161.72,170.599,148.299,176.878,219.586,1078.059,0.999,0.804,0.848,0.737,0.879,1.092,5.36
269,E00023990,93.943,86.291,101.04,96.729,107.964,111.136,0.963,0.884,1.036,0.991,1.107,1.139,0.096,0.102,0.119,0.109,0.125,0.109,6.12,15.735,14.444,16.928,16.193,18.088,18.611,113.669,104.411,122.257,117.04,130.635,134.473,722.484,1.165,1.07,1.253,1.2,1.339,1.378,7.405
270,E00175251,72.189,71.619,70.988,59.582,71.517,73.097,0.821,0.814,0.807,0.677,0.813,0.831,0.082,0.094,0.093,0.074,0.092,0.079,4.763,17.237,17.09,16.943,14.214,17.069,17.447,87.347,86.658,85.894,72.093,86.534,88.446,506.973,0.993,0.985,0.977,0.82,0.984,1.006,5.764
271,E00023971,75.007,66.46,67.013,57.56,65.257,77.212,1.092,0.967,0.975,0.838,0.95,1.124,0.109,0.111,0.112,0.092,0.107,0.107,5.946,18.365,16.263,16.398,14.094,15.977,18.903,90.757,80.415,81.085,69.647,78.96,93.425,494.289,1.321,1.171,1.18,1.014,1.149,1.36,7.195
272,E00175229,135.87,117.454,111.577,102.565,114.752,150.397,1.046,0.904,0.859,0.79,0.883,1.158,0.104,0.104,0.099,0.087,0.1,0.11,5.64,18.546,16.028,15.23,14.007,15.656,20.532,164.4,142.117,135.006,124.102,138.848,181.978,886.451,1.266,1.094,1.039,0.955,1.069,1.401,6.824
273,E00023911,42.927,32.344,29.968,34.838,34.284,46.722,0.541,0.408,0.378,0.439,0.432,0.589,0.054,0.047,0.044,0.048,0.049,0.056,2.787,19.412,14.639,13.563,15.752,15.501,21.134,51.941,39.136,36.261,42.153,41.483,56.533,267.507,0.655,0.494,0.457,0.532,0.523,0.713,3.373
274,E00023737,212.004,178.654,199.406,186.964,246.427,217.472,2.578,2.172,2.424,2.273,2.996,2.644,0.256,0.25,0.279,0.249,0.339,0.252,15.087,17.088,14.397,16.067,15.066,19.858,17.525,256.521,216.168,241.278,226.223,298.172,263.137,1501.5,3.119,2.628,2.934,2.751,3.625,3.199,18.256
275,E00175276,109.458,95.492,86.277,95.571,86.759,116.148,0.944,0.824,0.744,0.824,0.748,1.002,0.094,0.095,0.086,0.09,0.085,0.096,5.086,18.561,16.201,14.628,16.201,14.707,19.701,132.442,115.544,104.394,115.639,104.977,140.537,713.533,1.143,0.997,0.901,0.998,0.906,1.212,6.155
276,E00023644,343.544,259.496,307.872,296.694,300.121,344.314,3.185,2.406,2.854,2.751,2.782,3.192,0.317,0.277,0.329,0.301,0.314,0.304,17.17,18.55,14.013,16.622,16.022,16.203,18.591,415.682,313.986,372.52,358.995,363.141,416.614,2240.937,3.854,2.911,3.454,3.328,3.367,3.862,20.775
277,E00023866,118.878,100.364,102.404,114.255,100.005,129.852,0.975,0.823,0.839,0.937,0.82,1.064,0.097,0.095,0.097,0.103,0.093,0.101,5.458,17.864,15.079,15.372,17.167,15.024,19.494,143.84,121.439,123.907,138.247,121.004,157.119,805.556,1.179,0.996,1.016,1.133,0.992,1.288,6.604
278,E00023981,42.911,38.753,51.778,32.189,47.586,41.595,0.381,0.344,0.459,0.286,0.422,0.369,0.038,0.04,0.053,0.031,0.048,0.035,2.261,16.851,15.215,20.301,12.649,18.664,16.32,51.922,46.89,62.65,38.948,57.578,50.329,308.318,0.461,0.416,0.556,0.345,0.511,0.446,2.735
279,E00175218,288.475,197.627,222.666,240.144,214.021,264.574,1.826,1.251,1.409,1.52,1.355,1.675,0.181,0.144,0.162,0.166,0.153,0.16,9.036,20.208,13.845,15.593,16.822,14.996,18.537,349.05,239.125,269.422,290.57,258.962,320.13,1727.259,2.209,1.514,1.705,1.839,1.639,2.026,10.933
280,E00175260,25.725,32.443,18.192,23.034,17.035,32.232,0.333,0.42,0.235,0.298,0.22,0.417,0.033,0.048,0.027,0.033,0.025,0.04,1.923,17.317,21.841,12.22,15.497,11.44,21.685,31.127,39.255,22.012,27.871,20.612,39.0,179.877,0.403,0.508,0.285,0.36,0.267,0.504,2.326
281,E00023917,50.308,47.555,46.928,33.538,39.318,47.613,0.461,0.436,0.43,0.307,0.36,0.436,0.046,0.05,0.05,0.034,0.041,0.042,2.43,18.971,17.942,17.695,12.634,14.815,17.942,60.872,57.541,56.782,40.58,47.574,57.611,320.96,0.558,0.527,0.52,0.372,0.436,0.528,2.942
282,E00023523,268.698,221.951,220.872,226.911,213.769,263.131,2.205,1.821,1.813,1.862,1.754,2.159,0.219,0.209,0.209,0.204,0.198,0.206,11.614,18.986,15.679,15.61,16.032,15.102,18.59,325.12,268.557,267.251,274.558,258.657,318.384,1712.527,2.668,2.204,2.193,2.253,2.123,2.613,14.054
283,E00175253,152.168,131.704,120.967,114.755,129.457,165.432,1.052,0.911,0.837,0.794,0.895,1.144,0.105,0.105,0.096,0.087,0.101,0.109,5.633,18.676,16.173,14.859,14.096,15.889,20.309,184.121,159.36,146.368,138.852,156.641,200.17,985.51,1.273,1.102,1.012,0.96,1.083,1.384,6.815
284,E00023766,24.506,27.613,21.409,16.106,27.582,22.112,0.24,0.27,0.21,0.158,0.27,0.217,0.024,0.031,0.024,0.017,0.031,0.021,1.365,17.582,19.78,15.385,11.575,19.78,15.897,29.652,33.411,25.905,19.488,33.374,26.755,168.584,0.29,0.327,0.254,0.191,0.327,0.262,1.651
285,E00023675,77.328,89.006,73.014,44.816,69.424,64.342,0.691,0.795,0.653,0.401,0.62,0.575,0.069,0.091,0.075,0.044,0.07,0.055,3.735,18.501,21.285,17.483,10.736,16.6,15.395,93.566,107.696,88.346,54.227,84.002,77.853,505.688,0.836,0.962,0.79,0.485,0.751,0.696,4.519
286,E00024019,76.977,64.472,52.874,45.113,56.179,84.067,1.063,0.89,0.73,0.623,0.776,1.161,0.106,0.102,0.084,0.068,0.088,0.111,5.243,20.275,16.975,13.923,11.883,14.801,22.144,93.141,78.01,63.977,54.586,67.976,101.72,459.409,1.286,1.077,0.883,0.754,0.939,1.405,6.344
287,E00175183,282.409,246.268,239.152,253.78,228.969,314.016,1.526,1.331,1.292,1.371,1.237,1.697,0.152,0.153,0.149,0.15,0.14,0.162,8.454,18.051,15.744,15.283,16.217,14.632,20.073,341.71,297.98,289.37,307.069,277.049,379.954,1893.132,1.847,1.61,1.564,1.659,1.497,2.053,10.231
288,E00023550,32.759,47.286,27.635,20.467,21.588,28.194,0.275,0.397,0.232,0.172,0.181,0.237,0.027,0.046,0.027,0.019,0.02,0.023,1.494,18.407,26.573,15.529,11.513,12.115,15.863,39.638,57.215,33.438,24.765,26.121,34.114,215.291,0.333,0.48,0.281,0.208,0.219,0.286,1.806
289,E00023679,94.779,129.358,85.73,56.027,90.774,61.239,0.72,0.982,0.651,0.425,0.689,0.465,0.072,0.113,0.075,0.047,0.078,0.044,3.932,18.311,24.975,16.556,10.809,17.523,11.826,114.681,156.521,103.732,67.792,109.835,74.098,626.658,0.871,1.188,0.787,0.515,0.834,0.563,4.757
290,E00023790,41.301,42.643,31.224,29.59,32.386,42.567,0.295,0.305,0.223,0.212,0.232,0.304,0.029,0.035,0.026,0.023,0.026,0.029,1.571,18.778,19.414,14.195,13.495,14.768,19.351,49.973,51.597,37.78,35.803,39.186,51.505,265.846,0.357,0.369,0.27,0.256,0.28,0.368,1.901
291,E00023711,167.111,154.933,155.385,173.871,163.833,200.473,1.353,1.255,1.258,1.408,1.327,1.624,0.134,0.144,0.145,0.154,0.15,0.155,8.225,16.45,15.258,15.295,17.119,16.134,19.745,202.201,187.466,188.013,210.381,198.235,242.569,1228.866,1.637,1.518,1.523,1.704,1.605,1.964,9.952
292,E00023574,256.26,236.682,254.08,340.183,228.925,341.696,1.875,1.732,1.859,2.489,1.675,2.5,0.186,0.199,0.214,0.273,0.189,0.238,12.13,15.458,14.279,15.326,20.519,13.809,20.61,310.07,286.381,307.432,411.616,276.995,413.446,2005.941,2.269,2.096,2.25,3.012,2.027,3.025,14.678
293,E00023552,47.228,47.443,37.509,37.565,34.845,55.63,0.611,0.614,0.485,0.486,0.451,0.72,0.061,0.071,0.056,0.053,0.051,0.069,3.367,18.147,18.236,14.405,14.434,13.395,21.384,57.145,57.405,45.385,45.453,42.162,67.311,314.862,0.74,0.743,0.587,0.588,0.546,0.871,4.075
294,E00024122,183.277,187.996,141.55,154.526,149.88,169.722,3.065,3.144,2.367,2.584,2.506,2.838,0.305,0.361,0.273,0.283,0.283,0.271,16.504,18.571,19.05,14.342,15.657,15.184,17.196,221.762,227.472,171.273,186.974,181.352,205.361,1194.194,3.708,3.804,2.864,3.127,3.033,3.434,19.969
295,E00023562,66.025,68.005,74.416,101.648,77.981,97.624,1.082,1.115,1.22,1.666,1.278,1.6,0.108,0.128,0.141,0.182,0.144,0.153,7.961,13.591,14.006,15.325,20.927,16.053,20.098,79.889,82.285,90.042,122.992,94.356,118.123,587.687,1.31,1.349,1.476,2.016,1.547,1.936,9.634
296,E00023771,36.297,33.409,41.447,43.287,48.767,39.582,0.283,0.261,0.323,0.338,0.381,0.309,0.028,0.03,0.037,0.037,0.043,0.029,1.895,14.934,13.773,17.045,17.836,20.106,16.306,43.919,40.424,50.15,52.377,59.007,47.894,293.77,0.343,0.315,0.391,0.409,0.461,0.374,2.293
297,E00023724,176.171,158.392,170.405,174.457,181.197,204.403,1.44,1.294,1.392,1.425,1.481,1.67,0.143,0.149,0.16,0.156,0.167,0.159,8.702,16.548,14.87,15.996,16.376,17.019,19.191,213.164,191.652,206.187,211.09,219.245,247.324,1288.662,1.742,1.566,1.685,1.725,1.791,2.021,10.53
298,E00023941,471.721,342.558,363.404,356.417,358.341,392.61,2.354,1.71,1.814,1.779,1.788,1.959,0.234,0.197,0.209,0.195,0.202,0.187,11.404,20.642,14.995,15.907,15.6,15.679,17.178,570.774,414.489,439.713,431.258,433.586,475.051,2764.872,2.849,2.069,2.195,2.152,2.164,2.371,13.799
299,E00023482,148.893,146.169,148.021,149.932,156.039,182.885,1.476,1.449,1.467,1.486,1.547,1.813,0.147,0.167,0.169,0.163,0.175,0.173,9.238,15.977,15.685,15.88,16.086,16.746,19.625,180.158,176.862,179.103,181.415,188.804,221.288,1127.63,1.786,1.753,1.775,1.798,1.872,2.193,11.177
300,E00023428,74.044,54.207,42.625,44.397,34.972,81.04,0.67,0.491,0.386,0.402,0.316,0.733,0.067,0.056,0.044,0.044,0.036,0.07,2.998,22.348,16.378,12.875,13.409,10.54,24.45,89.592,65.59,51.576,53.72,42.316,98.057,400.849,0.811,0.594,0.467,0.486,0.383,0.887,3.628
301,E00023758,101.733,82.849,103.071,76.995,98.554,91.532,0.502,0.409,0.508,0.38,0.486,0.451,0.05,0.047,0.059,0.042,0.055,0.043,2.736,18.348,14.949,18.567,13.889,17.763,16.484,123.095,100.246,124.714,93.163,119.249,110.752,671.218,0.607,0.494,0.615,0.46,0.588,0.546,3.311
302,E00024078,35.605,41.761,32.888,27.478,30.198,34.893,0.423,0.496,0.39,0.326,0.358,0.414,0.042,0.057,0.045,0.036,0.04,0.039,2.407,17.574,20.607,16.203,13.544,14.873,17.2,43.081,50.53,39.794,33.248,36.539,42.22,245.412,0.511,0.6,0.472,0.395,0.434,0.501,2.913
303,E00023782,42.289,39.599,34.407,33.845,35.588,58.299,0.308,0.288,0.25,0.246,0.259,0.424,0.031,0.033,0.029,0.027,0.029,0.04,1.775,17.352,16.225,14.085,13.859,14.592,23.887,51.169,47.914,41.632,40.952,43.061,70.541,295.268,0.372,0.349,0.303,0.298,0.313,0.513,2.148
304,E00023959,376.945,333.295,423.959,449.848,534.434,318.838,4.001,3.538,4.5,4.775,5.673,3.384,0.398,0.407,0.519,0.523,0.641,0.323,25.871,15.465,13.676,17.394,18.457,21.928,13.08,456.097,403.281,512.983,544.308,646.656,385.788,2949.114,4.841,4.281,5.445,5.778,6.864,4.095,31.304
305,E00023703,202.974,165.4,200.864,193.923,244.968,204.909,1.597,1.301,1.58,1.525,1.927,1.612,0.159,0.15,0.182,0.167,0.218,0.154,9.542,16.737,13.634,16.558,15.982,20.195,16.894,245.595,200.131,243.042,234.643,296.407,247.936,1467.755,1.932,1.574,1.912,1.846,2.332,1.95,11.545
306,E00023773,69.523,49.83,56.62,68.67,59.152,77.239,0.771,0.553,0.628,0.761,0.656,0.856,0.077,0.064,0.072,0.083,0.074,0.082,4.225,18.249,13.089,14.864,18.012,15.527,20.26,84.122,60.293,68.509,83.09,71.573,93.458,461.045,0.933,0.669,0.76,0.921,0.794,1.036,5.112
307,E00175271,82.672,93.872,80.336,118.523,75.151,109.996,0.966,1.097,0.939,1.386,0.879,1.286,0.096,0.126,0.108,0.152,0.099,0.123,6.553,14.741,16.74,14.329,21.151,13.414,19.625,100.032,113.583,97.205,143.411,90.931,133.093,678.256,1.169,1.328,1.136,1.677,1.063,1.556,7.929
308,E00175200,92.228,74.885,70.261,84.752,69.132,98.035,1.647,1.337,1.255,1.514,1.235,1.751,0.164,0.154,0.145,0.166,0.14,0.167,8.739,18.847,15.299,14.361,17.325,14.132,20.037,111.594,90.61,85.015,102.548,83.649,118.621,592.036,1.993,1.618,1.518,1.831,1.494,2.118,10.573
309,E00175239,280.479,215.64,232.384,229.679,244.466,293.019,2.273,1.748,1.883,1.861,1.981,2.375,0.226,0.201,0.217,0.204,0.224,0.226,12.121,18.753,14.421,15.535,15.354,16.344,19.594,339.375,260.921,281.181,277.908,295.8,354.548,1809.731,2.75,2.115,2.279,2.252,2.397,2.873,14.667
310,E00023698,190.055,151.473,173.865,167.212,216.359,188.285,2.001,1.595,1.831,1.761,2.278,1.983,0.199,0.183,0.211,0.193,0.258,0.189,11.449,17.478,13.931,15.993,15.381,19.897,17.32,229.963,183.28,210.374,202.324,261.791,227.822,1315.552,2.422,1.93,2.215,2.131,2.757,2.399,13.853
311,E00175226,382.916,271.108,363.248,199.351,268.24,275.005,1.152,0.816,1.093,0.6,0.807,0.828,0.114,0.094,0.126,0.066,0.091,0.079,5.296,21.752,15.408,20.638,11.329,15.238,15.634,463.322,328.036,439.524,241.211,324.566,332.751,2129.41,1.394,0.987,1.323,0.726,0.977,1.001,6.409
312,E00023942,467.576,357.288,406.472,395.818,391.041,408.719,1.952,1.492,1.697,1.652,1.633,1.706,0.194,0.171,0.196,0.181,0.185,0.163,10.132,19.266,14.726,16.749,16.305,16.117,16.838,565.759,432.312,491.824,478.933,473.153,494.543,2936.524,2.362,1.805,2.053,1.999,1.975,2.065,12.259
313,E00023949,181.689,153.889,139.802,139.803,143.23,176.843,2.017,1.708,1.552,1.552,1.59,1.963,0.2,0.196,0.179,0.17,0.18,0.187,10.382,19.428,16.452,14.949,14.949,15.315,18.908,219.841,186.203,169.158,169.159,173.306,213.977,1131.643,2.441,2.067,1.878,1.878,1.924,2.376,12.564
314,E00023977,19.665,20.458,32.372,16.265,29.817,19.183,0.334,0.347,0.549,0.276,0.506,0.325,0.033,0.04,0.063,0.03,0.057,0.031,2.337,14.292,14.848,23.492,11.81,21.652,13.907,23.794,24.754,39.17,19.68,36.078,23.211,166.687,0.404,0.42,0.664,0.334,0.612,0.394,2.827
315,E00023725,137.329,136.363,152.923,129.329,149.586,154.13,1.346,1.336,1.499,1.267,1.466,1.51,0.134,0.154,0.173,0.139,0.166,0.144,8.424,15.978,15.859,17.794,15.04,17.403,17.925,166.166,164.997,185.034,156.486,180.996,186.495,1040.174,1.628,1.617,1.813,1.533,1.774,1.827,10.193
316,E00023739,112.941,123.836,109.545,81.182,103.882,122.139,0.835,0.915,0.81,0.6,0.768,0.903,0.083,0.105,0.093,0.066,0.087,0.086,4.831,17.284,18.94,16.767,12.42,15.897,18.692,136.657,149.839,132.548,98.229,125.695,147.786,790.754,1.01,1.108,0.98,0.726,0.929,1.092,5.845
317,E00023918,99.616,71.739,80.56,84.134,79.077,114.128,0.919,0.662,0.743,0.776,0.729,1.052,0.091,0.076,0.086,0.085,0.082,0.1,4.881,18.828,13.563,15.222,15.898,14.935,21.553,120.534,86.803,97.476,101.801,95.682,138.093,640.388,1.111,0.8,0.899,0.939,0.882,1.273,5.905
318,E00023451,50.133,65.976,46.975,48.085,53.248,47.093,0.419,0.551,0.392,0.402,0.445,0.393,0.042,0.063,0.045,0.044,0.05,0.037,2.602,16.103,21.176,15.065,15.45,17.102,15.104,60.66,79.83,56.839,58.182,64.429,56.982,376.922,0.507,0.667,0.475,0.486,0.538,0.476,3.149
319,E00023556,28.191,44.446,22.255,15.958,17.026,27.715,0.249,0.393,0.197,0.141,0.15,0.245,0.025,0.045,0.023,0.015,0.017,0.023,1.375,18.109,28.582,14.327,10.255,10.909,17.818,34.111,53.779,26.928,19.309,20.601,33.535,188.262,0.301,0.475,0.238,0.171,0.182,0.296,1.664
320,E00023999,107.315,114.42,107.456,92.472,108.885,113.15,0.996,1.062,0.998,0.859,1.011,1.051,0.099,0.122,0.115,0.094,0.114,0.1,5.977,16.664,17.768,16.697,14.372,16.915,17.584,129.849,138.446,130.02,111.89,131.749,136.91,778.863,1.206,1.285,1.207,1.039,1.223,1.271,7.231
321,E00023953,185.797,176.692,149.039,145.003,154.08,199.719,1.563,1.487,1.254,1.22,1.297,1.681,0.155,0.171,0.145,0.134,0.147,0.16,8.502,18.384,17.49,14.749,14.35,15.255,19.772,224.811,213.794,180.335,175.451,186.434,241.657,1222.482,1.892,1.799,1.517,1.476,1.569,2.033,10.287
322,E00023619,259.836,223.873,213.337,209.789,237.215,266.648,1.202,1.035,0.987,0.97,1.097,1.233,0.119,0.119,0.114,0.106,0.124,0.118,6.524,18.424,15.865,15.129,14.868,16.815,18.899,314.397,270.882,258.134,253.841,287.026,322.639,1706.92,1.454,1.253,1.194,1.174,1.328,1.492,7.895
323,E00023925,32.614,36.011,26.708,24.975,22.776,38.226,0.24,0.265,0.196,0.184,0.167,0.281,0.024,0.03,0.023,0.02,0.019,0.027,1.333,18.005,19.88,14.704,13.803,12.528,21.08,39.462,43.573,32.316,30.219,27.559,46.253,219.382,0.29,0.32,0.237,0.222,0.202,0.34,1.612
324,E00175191,747.204,631.726,673.86,930.119,732.27,679.03,2.863,2.42,2.582,3.564,2.806,2.602,0.285,0.278,0.298,0.39,0.317,0.248,16.837,17.004,14.373,15.335,21.168,16.666,15.454,904.104,764.377,815.359,1125.428,886.034,821.614,5316.916,3.464,2.929,3.124,4.312,3.395,3.148,20.37
325,E00023794,53.864,40.253,37.107,42.855,36.546,58.498,0.696,0.52,0.479,0.554,0.472,0.756,0.069,0.06,0.055,0.061,0.053,0.072,3.477,20.017,14.955,13.776,15.933,13.575,21.743,65.175,48.705,44.899,51.854,44.22,70.782,325.634,0.842,0.629,0.58,0.67,0.571,0.914,4.207
326,E00023627,343.321,264.804,284.966,306.274,290.445,359.073,3.248,2.506,2.696,2.898,2.748,3.397,0.323,0.288,0.311,0.317,0.311,0.324,17.493,18.567,14.326,15.412,16.567,15.709,19.419,415.412,320.408,344.804,370.586,351.433,434.472,2237.116,3.931,3.032,3.262,3.506,3.325,4.111,21.167
327,E00024080,150.507,141.925,130.835,138.526,121.671,150.624,0.613,0.578,0.533,0.565,0.496,0.614,0.061,0.066,0.061,0.062,0.056,0.059,3.399,18.035,17.005,15.681,16.623,14.593,18.064,182.111,171.727,158.308,167.614,147.22,182.252,1009.232,0.742,0.7,0.645,0.683,0.6,0.743,4.113
328,E00024038,78.381,63.717,72.614,59.892,59.843,98.432,1.018,0.827,0.943,0.778,0.777,1.278,0.101,0.095,0.109,0.085,0.088,0.122,5.621,18.111,14.713,16.776,13.841,13.823,22.736,94.84,77.096,87.862,72.468,72.409,119.101,523.776,1.231,1.001,1.141,0.941,0.94,1.546,6.801
329,E00175264,53.735,47.373,44.801,39.215,50.091,50.102,0.434,0.383,0.362,0.317,0.405,0.405,0.043,0.044,0.042,0.035,0.046,0.039,2.306,18.82,16.609,15.698,13.747,17.563,17.563,65.018,57.321,54.208,47.449,60.609,60.623,345.229,0.525,0.463,0.438,0.383,0.49,0.49,2.789
330,E00024067,61.77,58.257,57.978,45.97,50.206,72.001,0.703,0.663,0.66,0.523,0.572,0.82,0.07,0.076,0.076,0.057,0.065,0.078,3.941,17.838,16.823,16.747,13.271,14.514,20.807,74.741,70.49,70.152,55.623,60.748,87.12,418.874,0.851,0.802,0.799,0.633,0.692,0.992,4.769
331,E00024088,65.911,78.156,45.05,50.875,45.317,80.593,0.687,0.814,0.469,0.53,0.472,0.839,0.068,0.094,0.054,0.058,0.053,0.08,3.811,18.027,21.359,12.306,13.907,12.385,22.015,79.751,94.567,54.51,61.558,54.833,97.516,442.735,0.831,0.985,0.568,0.641,0.571,1.016,4.611
332,E00024009,54.556,51.05,38.931,34.603,39.974,62.877,0.581,0.544,0.415,0.369,0.426,0.67,0.058,0.063,0.048,0.04,0.048,0.064,3.005,19.334,18.103,13.81,12.28,14.176,22.296,66.012,61.77,47.106,41.869,48.368,76.08,341.204,0.704,0.658,0.502,0.446,0.515,0.811,3.636
333,E00023886,109.294,107.478,88.774,123.849,85.205,144.342,0.887,0.872,0.721,1.005,0.692,1.172,0.088,0.1,0.083,0.11,0.078,0.112,5.349,16.583,16.302,13.479,18.789,12.937,21.911,132.244,130.047,107.415,149.855,103.097,174.651,797.308,1.073,1.056,0.872,1.216,0.837,1.418,6.472
334,E00023807,49.158,42.832,34.46,42.679,34.071,59.558,0.472,0.411,0.331,0.41,0.327,0.571,0.047,0.047,0.038,0.045,0.037,0.054,2.522,18.715,16.297,13.125,16.257,12.966,22.641,59.48,51.826,41.696,51.641,41.225,72.064,317.933,0.571,0.497,0.4,0.496,0.396,0.691,3.051
335,E00023569,164.221,160.968,170.628,245.469,152.653,236.713,1.341,1.315,1.393,2.005,1.247,1.933,0.133,0.151,0.161,0.22,0.141,0.184,9.234,14.522,14.241,15.086,21.713,13.504,20.934,198.705,194.768,206.457,297.013,184.707,286.419,1368.069,1.623,1.591,1.686,2.426,1.508,2.339,11.172
336,E00023533,65.476,51.72,51.698,55.533,50.359,79.623,0.448,0.354,0.354,0.38,0.344,0.545,0.045,0.041,0.041,0.042,0.039,0.052,2.425,18.474,14.598,14.598,15.67,14.186,22.474,79.225,62.58,62.554,67.194,60.934,96.342,428.829,0.542,0.428,0.428,0.46,0.417,0.659,2.933
